id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,Did you catch the latest blockbuster movie?,Вы посмотрели последний блокбастер?,¿Viste la última película de taquilla?,vy posmotreli poslednii blokbaster,biste la ultima pelikula de ta killa,did iu ketch de leitest blokbaster muvi,biste la ultima pelikula de ta killa,did iu ketch de leitest blokbaster muvi,vi posmotreli poslednii blokbaster,NPC
2,1,2,"Yes, it was thrilling from start to finish.","Да, он был захватывающим от начала до конца.","Sí, fue emocionante de principio a fin.",da on byl zakhvatyvaiushchim ot nachala do kontsa,si fue emos ionante de prinsipio a fin,ies it uas trilling from start tu finish,si fue emos ionante de prinsipio a fin,ies it uas trilling from start tu finish,da on bil zakhvatyvaiushchim ot nachala do kontsa,User
3,1,3,Glad to hear. What stood out for you?,Рад слышать. Что вам запомнилось?,Me alegro. ¿Qué te llamó la atención?,rad slyshat chto vam zapomnilos,me alegro ke te lamo la atension,gla d tu jir guat stud aut for iu,me alegro ke te lamo la atension,gla d tu jir guat stud aut for iu,rad slyshat chto vam zapomnilos,NPC
4,1,4,"The plot twists, totally unexpected.","Повороты сюжета, совершенно неожиданные.","Los giros de la trama, totalmente inesperados.",povoroty siuzheta sovsem neozhidannye,los xiros de la trama total mente in es perados,de plot tuists totali unekspekted,los xiros de la trama total mente in es perados,de plot tuists totali unekspekted,povoroti siuzheta sovsem neozhidannie,User
5,2,1,Hows that new sci-fi series everyone is talking about?,"Как тот новый sci-fi сериал, о котором все говорят?",¿Cómo está esa nueva serie de sci-fi de la que todos hablan?,kak tot novyy sci-fi serial o kotorom vse govoriat,komo esta esa nueva serie de sci-fi de la ke todos ablan,jaus dat niu sai fai siriz evriuan iz talking abaut,komo esta esa nueva serie de sci-fi de la ke todos ablan,jaus dat niu sai fai siriz evriuan iz talking abaut,kak tot novyi sci-fi serial o kotorom vse govoriat,NPC
6,2,2,"Binged it all weekend, loved the world-building.","Посмотрел весь уик-энд, обожаю создание мира.","La vi toda el fin de semana, amo la construcción del mundo.",posmotrel ves ui kend obozhaiu sozdanie mira,la bi toda el fin de semana amo la konstruksion del mundo,binjd it ol uikend lovd de uorld bilding,la bi toda el fin de semana amo la konstruksion del mundo,binjd it ol uikend lovd de uorld bilding,posmotrel ves ui kend obozhaiu sozdanie mira,User
7,2,3,Sounds immersive. Any weak spots?,Звучит погружающе. Есть слабые места?,Suena inmersivo. ¿Algún punto débil?,zvuchit pogruzhaiushche yest slabye mesta,suena in mersibo algun punto debil,saunds imersiv eni uik spots,suena in mersibo algun punto debil,saunds imersiv eni uik spots,zvuchit pogruzhaiushche iest slabye mesta,NPC
8,2,4,"The ending felt rushed, but overall solid.","Конец показался скомканным, но в целом крепко.","El final se sintió apresurado, pero en general sólido.",konets pokazalsia skompannym no v tselom kreplko,el final se sintio apresurado pero en x eneral solido,de ending felt rasht bat ov erol solid,el final se sintio apresurado pero en x eneral solido,de ending felt rasht bat ov erol solid,kone ts pokazalsia skompannim no v tselom kreplko,User
9,3,1,Read any good thrillers lately?,Читали хорошие триллеры недавно?,¿Has leído algún thriller bueno últimamente?,chitali khoroshiye trillery nedavno,as leido algun triller bueno ultimamente,rid eni gud trillers leitli,as leido algun triller bueno ultimamente,rid eni gud trillers leitli,chitali xoroshie trillieri nedavno,NPC
10,3,2,"Just finished one, couldnt put it down.","Только что закончил, не мог оторваться.","Acabo de terminar uno, no podía soltarlo.",tolko chto zakonchil ne mog otorvat sia,akabo de terminar uno no podia soltarlo,dzhast finisht uan k udnt put it daun,akabo de terminar uno no podia soltarlo,dzhast finisht uan k udnt put it daun,tolko chto zakonchil ne mog otorvat sia,User
11,3,3,"Hook, line, and sinker! Who wrote it?",Захватывающе! Кто автор?,¡Enganchado de principio a fin! ¿Quién lo escribió?,zakhvatyvaiushche kto avtor,enganchado de prinsipio a fin kien lo es kribio,juk lain and sinker ju rau t it,enganchado de prinsipio a fin kien lo es kribio,juk lain and sinker ju rau t it,zaxvatyvaiushche kto avtor,NPC
12,3,4,"Gillian Flynn, her twists are killer.","Гиллиан Флинн, её повороты убийственны.","Gillian Flynn, sus giros son letales.",Gillian Flinn ee povoroty ubiistvenny,jilian flinn sus xiros son letales,gil ian flinn jer tuists ar kiler,jilian flinn sus xiros son letales,gil ian flinn jer tuists ar kiler,Gillian Flinn ee povoroti ubiistvenny,User
13,4,1,Whats your take on that viral pop song?,Как вам та вирусная поп-песня?,¿Qué opinas de esa canción pop viral?,kak vam ta virusnaia pop-pesnia,ke opinas de esa kans ion pop biral,guats ior teik on dat viral pop song,ke opinas de esa kans ion pop biral,guats ior teik on dat viral pop song,kak vam ta virusnaia pop-pesnia,NPC
14,4,2,"Catchy chorus, but lyrics are meh.","Запоминающийся припев, но текст средний.","Estribillo pegadizo, pero la letra es meh.",zapominaiushchii ssi prie v no tekst srednii,estribillo pegadiso pero la letra es meh,ketchi koras bat liriks ar me,estribillo pegadiso pero la letra es meh,ketchi koras bat liriks ar me,zapominaiushchii si priev no tekst srednii,User
15,4,3,Fair point. Better than her last album?,"Справедливо. Лучше, чем её последний альбом?",Punto justo. ¿Mejor que su último álbum?,spravedlivo luchshe chem ee poslednii al bom,punto x usto mex or ke su ultimo album,fer point bet er den jer lest album,punto x usto mex or ke su ultimo album,fer point bet er den jer lest album,spravedlivo luchshe chem ee poslednii al bom,NPC
16,4,4,"Slightly, more energy overall.","Немного, в целом больше энергии.","Un poco, más energía en general.",nemnogo v tselom bol she energii,un poko mas enerxia en x eneral,slaitli mor end erji ov erol,un poko mas enerxia en x eneral,slaitli mor end erji ov erol,nemnogo v tselom bol she energii,User
17,5,1,Binge-watched any comedies recently?,Смотрели комедии напролёт недавно?,¿Has visto comedias maratónicamente últimamente?,smotreli komedii naprolet nedavno,as bisto komedias maratonikamente ultimamente,binj uotcht eni komediz risentli,as bisto komedias maratonikamente ultimamente,binj uotcht eni komediz risentli,smotreli komedii naprolet nedavno,NPC
18,5,2,"Yeah, laughed out loud the whole time.","Да, смеялся в голос весь сеанс.","Sí, me reí a carcajadas todo el tiempo.",da smelasia v golos ves seans,si me rei a kar kajadas todo el tiempo,ia laft out laud de jol taim,si me rei a kar kajadas todo el tiempo,ia laft out laud de jol taim,da smelasia v golos ves seans,User
19,5,3,Hilarious! Recommend one?,Смешно! Порекомендуйте одну?,¡Divertido! ¿Recomiendas una?,smeshno porekomendu ite odnu,di bertido rekomiendas una,jilerius rekomend uan,di bertido rekomiendas una,jilerius rekomend uan,smeshno porekomendu ite odnu,NPC
20,5,4,"The Good Place, clever and witty.","Хорошее место, умное и остроумное.","The Good Place, ingenioso y agudo.",Khoroshee mesto umnoe i ostroumnoe,ze gud pleis inxenioso i agudo,de gud pleis klev er and uiti,ze gud pleis inxenioso i agudo,de gud pleis klev er and uiti,xoroshee mesto umnoe i ostroumnoe,User
