id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,It was great talking to you today.,Было здорово поговорить с вами сегодня.,Fue genial charlar contigo hoy.,bylo zdorovo pogovorit s vami segodnia,fue xe nal char lar kon ti goi,it uas greit tok ing tu iu tud ei,fue xe nal char lar kon ti goi,it uas xe nal char lar kon ti goi,bylo zdorovo pogovorit s vami segodnia,NPC
2,1,2,"Yes, I enjoyed our chat too.","Да, мне тоже понравился наш разговор.","Sí, disfruté nuestra charla también.",da mne tozhe ponravilsia nash razgovor,si dis fru té nues tra char la tam bién,ies ai en yo id aur chat tu,si dis fru té nues tra char la tam bién,ies disfruté nuestra char la ta m bién,da mne tozhe ponravilsia nash razgovor,User
3,1,3,What did you like most about it?,Что вам больше всего понравилось в нем?,¿Qué te gustó más de eso?,chto vam bolshe vsego ponravilos v nem,ke te gus tó mas de e so,uat did iu laik most abaut it,ke te gus tó mas de e so,uat te gus tó más de eso,chto vam bolshe vsego ponravilos v nem,NPC
4,1,4,Your insights on life were inspiring.,Ваши мысли о жизни были вдохновляющими.,Tus ideas sobre la vida fueron inspiradoras.,vashi mysli o zhizni byli vdokhnovliaiushchimi,tus i de as so bre la bi da fue ron in spi ra do ras,ior in saits on laif uer in spai ring,tus i de as so bre la bi da fue ron in spi ra do ras,tus ideas so bre la bi da fueron in spi ra do ras,vashi mysli o zhizni byli vdokhnovliaiushchimi,User
5,2,1,Time flies when youre having fun.,"Время летит, когда весело.",El tiempo vuela cuando te diviertes.,vremia letit kogda veselo,el tiem po bu e la ku an do te di bier tes,taim flais uen ior jev ing fan,el tiem po bu e la ku an do te di bier tes,el tiem po bu ela kuando te di bier tes,vremia letit kogda veselo,NPC
6,2,2,"True, our meeting went by so fast.","Верно, наша встреча прошла так быстро.","Cierto, nuestra reunión pasó tan rápido.",verno nasha vstrecha proshla tak bystro,ser to nues tra re u nion pa só tan ra pi do,tru aur mit ing went bai so fast,ser to nues tra re u nion pa só tan ra pi do,cierto nuestra re unión pasó tan rá pido,verno nasha vstrecha proshla tak bystro,User
7,2,3,Any final thoughts before we part?,Есть ли последние мысли перед расставанием?,¿Algún pensamiento final antes de despedirnos?,est li poslednie mysli pered rastavaniem,al gun pen sa mien to fi nal an tes de des pe dir nos,eni fainl zots bifor ui part,al gun pen sa mien to fi nal an tes de des pe dir nos,al gun pen sa miento final an tes de des pe dir nos,est li poslednie mysli pered rastavaniem,NPC
8,2,4,Cherish these moments more often.,Цените такие моменты чаще.,Valora estos momentos más a menudo.,tsenite takie momenty chashche,ba lo ra es tos mo men tos mas a me nu do,cher ish deez mo ments mor of en,ba lo ra es tos mo men tos mas a me nu do,ba lora estos mo ments más a me nudo,tsenite takie momenty chashche,User
9,3,1,Reflecting on our journey so far.,Размышляя о нашем пути до сих пор.,Reflexionando sobre nuestro viaje hasta ahora.,razmyshliaia o nashem puti do sikh por,re flek sio nan do so bre nues tro bi a he as ta a o ra,ri flek ting on aur djorni so far,re flek sio nan do so bre nues tro bi a he as ta a o ra,re flek sio nan do so bre nuestro bi ahe hasta ahora,razmyshliaia o nashem puti do sikh por,NPC
10,3,2,Its been rewarding and full of lessons.,Это было полезно и полно уроков.,Ha sido gratificante y lleno de lecciones.,eto bylo polezno i polno uro kov,a si do gra ti fi kan te i yen no de le ks io nes,its bin ri uor ding and ful of les n z,a si do gra ti fi kan te i yen no de le ks io nes,a sido gra ti fikan te y lleno de leks io nes,eto bylo polezno i polno uro kov,User
