id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,Let's collaborate on this project.,Давайте сотрудничать над этим проектом.,Colaboremos en este proyecto.,davayte sotrudnichat nad etim proektom,kolaboremos en este proyekto,летс коллаборат он зис проджект,колаборемос эн эсте проекто,lets kolaborat on dis proyekt,davayte sotrudnichat nad etim proektom,NPC
2,1,2,"Sure, what's my task?","Конечно, какая моя задача?","Claro, ¿cuál es mi tarea?",konechno kakaya moya zadacha,klaro kual es mi tarea,шур уотс май таск,кларо куаль эс ми тареа,shur guats mai task,konechno kakaia moia zadacha,User
3,1,3,You handle the design.,Вы возьмите дизайн.,Tú encárgate del diseño.,vy vozmite dizayn,tu enkargate del disenio,ю хэндл зэ дизайн,ту энкарга те дель дисеньо,iu jendl de disain,vi vozmite dizain,NPC
4,1,4,"Okay, I'll start now.","Хорошо, я начну сейчас.","Bien, empezaré ahora.",khorosho ya nachnu seychas,bien empesare ahora,окэй айл старт нау,бьен эмпесаре аора,okei ail start nau,jorosho ia nachnu seichas,User
5,2,1,I have some feedback for you.,У меня есть отзыв для вас.,Tengo algunos comentarios para ti.,u menya yest otzyv dlya vas,tengo algunos komentarios para ti,ай хэв сам фидбэк фор ю,тенго альгунос комментариос пара ти,ai jav sam fidbek for iu,u menia est otziv dlia vas,NPC
6,2,2,"Go ahead, I'm listening.","Давайте, я слушаю.","Adelante, estoy escuchando.",davayte ya slushayu,adelante estoi eskuchando,гоу эхэд айм листенинг,аделанте эстой эску чандо,gou ejed aim listning,davayte ia slushaiu,User
7,2,3,"Your report is clear, but add examples.","Ваш отчёт ясен, но добавьте примеры.","Tu informe es claro, pero agrega ejemplos.",vash otchyot yasen no dobavte primery,tu informe es klaro pero agrega ejemplos,ёр репорт из клир бат эд экзамплз,ту информе эс кларо перо аグレга эхемплос,ior riport is klir bat ad eksamplz,vash otchiot iasen no dobavte primeri,NPC
8,2,4,"Thanks, I'll update it.","Спасибо, я обновлю.","Gracias, lo actualizaré.",spasibo ya obnovlyu,grasias lo aktualizare,сенкс айл апдейт ит,грасиас ло актуалисаре,zanks ail apdeit it,spasibo ia obnovliu,User
9,3,1,How can we improve our teamwork?,Как мы можем улучшить нашу командную работу?,¿Cómo podemos mejorar nuestro trabajo en equipo?,kak my mozhem uluchshit nashu komandnuyu rabotu,komo podemos mejorar nuestro trabajo en ekipo,хау кэн уи импрув аур тимворк,комо подемос мехорар нуэстро трабахо эн экипо,jau ken ui impruv aur timuork,kak mi mozhem uluchshit nashu komandnuiu rabotu,NPC
10,3,2,More regular meetings.,Более регулярные встречи.,Más reuniones regulares.,boleye regulyarnye vstrechi,mas reunyones regulares,мор регулар митингз,мас реунионес регуларес,mor regular mitingz,bolee reguliarnye vstrechi,User
11,3,3,"Good idea, let's schedule them.","Хорошая идея, давайте запланируем.","Buena idea, programémoslas.",khoroshaya ideya davayte zaplaniuyem,buena idea programemoslas,гуд айдиа летс шедуле зем,буэна идея програ мемослас,gud aidia lets shedule dem,joroshaia ideia davayte zaplaniuem,NPC
12,3,4,Agreed.,Согласен.,De acuerdo.,soglasen,de acuerdo,эгрид,де акуэрдо,egrid,soglasen,User
13,4,1,Your contribution was great.,Ваш вклад был отличным.,Tu contribución fue genial.,vash vklad byl otlichnym,tu kontribusion fue jenial,ёр контрибьюшн уоз грейт,ту контрибусьон фуэ хениаль,ior kontribiushn uos greit,vash vklad bil otlichnim,NPC
14,4,2,Thank you.,Спасибо.,Gracias.,spasibo,grasias,сенк ю,грасиас,zank iu,spasibo,User
15,4,3,Any suggestions for next time?,Есть предложения на следующий раз?,¿Alguna sugerencia para la próxima vez?,yest predlozheniya na sleduyushchiy raz,alguna sujerensia para la proksima bes,эни саджестионз фор некст тайм,альгуна сугеренсия пара ла проксима вес,eni sugestionz for nekst taim,est predlozheniia na sleduyushchii raz,NPC
16,4,4,Focus on deadlines.,Фокус на дедлайнах.,Enfócate en los plazos.,fokus na dedlaynakh,enfokate en los plasos,фокус он дедлайнз,энфокате эн лос пла сос,fokus on dedlainz,fokus na dedlainaj,User
17,5,1,We need to share updates.,Нам нужно делиться обновлениями.,Necesitamos compartir actualizaciones.,nam nuzhno delitsya obnovleniyami,nesesitamos kompartir aktualisasiones,уи нид ту шэр апдейтс,несеситамос компартир актуалисасьонес,ui nid tu sher apdeits,nam nuzhno delitsia obnovleniiami,NPC
18,5,2,"Yes, via email?","Да, через email?","Sí, ¿por email?",da cherez email,si por email,йес вайа имэйл,си пор эмэйл,ies vaia imeil,da cherez email,User
19,5,3,Or Slack for faster response.,Или Slack для быстрого ответа.,O Slack para respuestas más rápidas.,ili slack dlya bystrogo otveta,o slack para respuestas mas rapidas,ор слэк фор фастер респонс,о слак пара респуэстас мас рапидас,or slak for faster respons,ili slack dlia bist rogo otveta,NPC
20,5,4,Slack works.,Slack подойдёт.,Slack funciona.,slack podoydyot,slack funsiona,слэк уоркс,слак фунсиона,slak guorks,slack podoidiot,User
21,6,1,Feedback on the meeting?,Отзыв о встрече?,¿Comentarios sobre la reunión?,otzyv o vstreche,komentarios sobre la reunion,фидбэк он зэ митинг,комментариос собре ла реунион,fidbek on de miting,otziv o vstreche,NPC
22,6,2,It was productive.,Это было продуктивно.,Fue productivo.,eto bylo produktivno,fue produktibo,ит уоз продактив,фуэ продуктиво,it uos prodaktiv,eto bilo produktivno,User
23,6,3,What to improve?,Что улучшить?,¿Qué mejorar?,chto uluchshit,ke mejorar,уот ту импрув,ке мехорар,guat tu impruv,chto uluchshit,NPC
24,6,4,Shorter duration.,Короткую длительность.,Duración más corta.,korotkuyu dlitelnost,durasion mas korta,шортер дюрейшн,дурасьон мас корта,shorter diureishn,korotkuiu dlitelnost,User
25,7,1,Let's team up for the task.,Давайте объединимся для задачи.,Unámonos para la tarea.,davayte obyedinyemsya dlya zadachi,unamonos para la tarea,летс тим ап фор зэ таск,унамон ос пара ла тареа,lets tim ap for de task,davayte obedinemsia dlia zadachi,NPC
26,7,2,Good plan.,Хороший план.,Buen plan.,khoroshiy plan,buen plan,гуд плэн,буэн план,gud plan,joroshii plan,User
27,7,3,"I'll research, you analyze.","Я исследую, вы анализируйте.","Yo investigo, tú analiza.",ya issleduyu vy analiziruyte,io inbestigo tu analiza,айл рисёрч ю анализ,йо инвест иго ту аналиса,ail risorch iu analiz,ia issle duiu vi analiziru ite,NPC
28,7,4,Fine with me.,Мне подходит.,Me parece bien.,mne podkhodit,me parese bien,файн уиз ми,ме паресе бьен,fain uid mi,mne podjodit,User
29,7,5,Share progress weekly.,Делитесь прогрессом еженедельно.,Comparte el progreso semanalmente.,delites progressom yezhenedelno,komparte el progreso semanalmente,шэр прогресс уикли,компарте эль прогресо семанальменте,sher progres uikli,delites progressom ezhenedelno,NPC
30,7,6,Will do.,Сделаю.,Lo haré.,sdelayu,lo are,уилл ду,ло аре,uil du,sdelaiu,User
31,8,1,Your work needs feedback.,Ваша работа нуждается в отзыве.,Tu trabajo necesita feedback.,vasha rabota nuzhdayetsya v otzyve,tu trabajo nesesita fidbak,ёр ворк нидз фидбэк,ту трабахо несесита фидбак,ior uork nids fidbek,vasha rabota nuzhdaetsia v otzive,NPC
