id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,Good evening. I have a reservation under Smith.,Добрый вечер. У меня бронь на имя Смит.,Buenas noches. Tengo una reserva a nombre de Smith.,dobryy vecher u menya bron na imya smit,buenas noches tengo una reserva a nombre de smit,гуд ивнинг ай хэв э резерве́йшн андэр смит,буэнас ночес тенго уна ресерва а номбре де смит,gud ivning ai jev a rezerveishn ander smit,dobrii vecher u menia bron na imia smit,NPC
2,1,2,"Yes, Mr. Smith. A single room for three nights. May I see your ID?","Да, мистер Смит. Одноместный номер на три ночи. Могу я увидеть ваш паспорт?","Sí, señor Smith. Habitación individual por tres noches. ¿Puedo ver su identificación?",da mister smit odnomestnyy nomer na tri nochi mogu ya uvidet vash pasport,si senyor smit abitasion individual por tres noches puedo ver su identifikasion,йес мистер смит э сингл рум фор сри найтс мэй ай си ёр ай-ди,си сеньор смит абитасьон индивидуаль пор трес ночес пуэдо вер су идентификасьон,ies mister smit a singl rum for sri naits mei ai si ior ai-di,da mister smit odnomestnii nomer na tri nochi mogu ia uvidet vash pasport,User
3,1,3,"Here you go. Also, is breakfast included?","Вот, пожалуйста. Завтрак включён?","Aquí tiene. Además, ¿el desayuno está incluido?",vot pozhaluysta zavtrak vklyuchyon,aki tiene ademas el desayuno esta inkluido,хир ю гоу о́лсоу из бре́кфаст инклу́дед,аки тьене адемас эль десаюно эста инклуидо,jir iu gou olso iz brekfast inkluded,vot pojaluista zavtrak vkliuchion,NPC
4,1,4,"Yes, from 7 to 10 AM in the dining hall. Here's your key card.","Да, с 7 до 10 утра в столовой. Вот ваша ключ-карта.","Sí, de 7 a 10 de la mañana en el comedor. Aquí está su tarjeta llave.",da s 7 do 10 utra v stolovoy vot vasha klyuch-karta,si de 7 a 10 de la manyana en el komedor aki esta su tarheta yave,йес фром сэ́вн ту тэн эйэ́м ин зэ дайнинг хол хирс ёр ки кард,си де сьете а дьес де ла маньана эн эль комедор аки эста су тархета йаве,ies from sevn tu ten eiem in de daining jol jirs ior ki kard,da s 7 do 10 utra v stolovoi vot vasha kliuch-karta,User
5,2,1,Is there Wi-Fi in the room?,В номере есть Wi-Fi?,¿Hay Wi-Fi en la habitación?,v nomere est wi-fi,ai wi-fi en la abitasion,из зэр уай-фай ин зэ рум,ай уи-фи эн ла абитасьон,iz der uai-fai in de rum,v nomere est uai-fi,NPC
6,2,2,"Yes, the password is on the card sleeve. It's free.","Да, пароль на обложке карты. Бесплатно.","Sí, la contraseña está en la funda de la tarjeta. Es gratis.",da parol na oblozhke karty besplatno,si la kontraseña esta en la funda de la tarheta es gratis,йес зэ па́ссворд из он зэ кард сли́в итс фри,си ла контрасенья эста эн ла фунда де ла тархета эс гратис,ies de password iz on de kard sliv its fri,da parol na oblojke karti besplatno,User
7,2,3,Great. And is there a safe in the room?,Отлично. А в номере есть сейф?,Genial. ¿Y hay una caja fuerte en la habitación?,otlichno a v nomere est seyf,jenial i ai una kaha fuerte en la abitasion,грейт энд из зэр э сэйф ин зэ рум,хениаль и ай уна каха фуэрте эн ла абитасьон,greit end iz der a seif in de rum,otlichno a v nomere est seif,NPC
8,2,4,"Yes, inside the wardrobe. The code is the last four digits of your phone number.","Да, внутри шкафа. Код — последние четыре цифры вашего телефона.","Sí, dentro del armario. El código son los últimos cuatro dígitos de su teléfono.",da vnutri shkafa kod poslednie chetyre tsifry vashego telefona,si dentro del armario el kodigo son los ultimos kuatro dijitos de su telefono,йес инсайд зэ уо́рдроуб зэ коуд из зэ ласт фор ди́джитс ов ёр фо́ун намбер,си дентро дель армарио эль кодиго сон лос ультимос куатро дихитос де су телефонo,ies insaid de uordroub de koud iz de last for didjits ov ior foun namber,da vnutri shkafa kod poslednie chetire tsifri vashego telefona,User
9,3,1,Can I have a late check-out tomorrow?,Можно завтра поздний выезд?,¿Puedo hacer un check-out tardío mañana?,mozhno zavtra pozdniy vyezd,puedo aser un chek-aut tardio manyana,кэн ай хэв э лэйт чек-аут тумо́рроу,пуэдо асер ун чек-аут тардио маньана,ken ai jev a leit chek-aut tumorrow,mojno zavtra pozdnii viezd,NPC
10,3,2,Until what time?,До какого времени?,¿Hasta qué hora?,do kakogo vremeni,asta ke ora,антил уо́т тайм,аста ке ора,antil uot taim,do kakogo vremeni,User
11,3,3,"Until 2 PM, if possible.","До 14:00, если возможно.","Hasta las 2 PM, si es posible.",do 14:00 esli vozmozhno,asta las 2 pi em si es posible,антил ту пиэ́м иф по́ссибл,аста лас дос пи эм си эс посибле,antil tu piem if posibl,do 14:00 esli vozmojno,NPC
12,3,4,That's fine. We'll note it. No extra charge.,Хорошо. Запишем. Доплаты не будет.,Está bien. Lo anotaremos. Sin cargo extra.,khorosho zapishem doplaty ne budet,esta bien lo anotaremos sin kargo ekstra,зэтс файн уи́л но́ут ит ноу э́кстра чардж,эста бьен ло анотаремос син карго экстра,dats fain uil nout it nou ekstra chardj,jorosho zapishem doplati ne budet,User
13,4,1,"Could I get two more towels, please?","Можно ещё два полотенца, пожалуйста?","¿Podría darme dos toallas más, por favor?",mozhno yeshchyo dva polotentse pozhaluysta,podria darme dos toayas mas por favor,куд ай гет ту мор та́уэлз плиз,подриа дарме дос тоайас мас пор фавор,kud ai get tu mor tauelz pliz,mojno ieshchio dva polotentse pojaluista,NPC
14,4,2,Of course. I'll send them up right away.,Конечно. Сейчас пришлю.,Claro. Las envío ahora mismo.,konechno seychas prishlyu,klaro las envio ahora mismo,ов корс айл сэнд зэм ап райт эуэ́й,кларо лас энвио аора мисмо,ov kors ail send dem ap rait euei,konechno seichas prishliu,User
15,4,3,Thank you so much!,Большое спасибо!,¡Muchas gracias!,bolshoe spasibo,muchas grasias,сенк ю соу мач,мучас грасиас,zank iu sou mach,bolshoe spasibo,NPC
16,4,4,My pleasure.,С удовольствием.,Con gusto.,s udovolstviem,kon gusto,май пле́жер,кон густо,mai plejer,s udovolstviem,User
17,5,1,The air conditioning isn't working in my room.,Кондиционер в номере не работает.,El aire acondicionado no funciona en mi habitación.,konditsioner v nomere ne rabotaet,el aire akondisionado no funsiona en mi abitasion,зэ э́р конди́шнинг изнт уо́ркинг ин май рум,эль айре акондисьонадо но функсьона эн ми абитасьон,de er kondishning iznt uorking in mai rum,konditsioner v nomere ne rabotaet,NPC
18,5,2,I'm sorry about that. What's your room number?,Извините. Какой у вас номер?,Lo siento. ¿Cuál es su número de habitación?,izvinite kakoy u vas nomer,lo siento kual es su numero de abitasion,айм со́рри эба́ут зэт уо́тс ёр рум намбер,ло сьенто куаль эс су нумеро де абитасьон,aim sorri ebaut det uots ior rum namber,izvinite kakoi u vas nomer,User
19,5,3,Room 512.,Номер 512.,Habitación 512.,nomer 512,abitasion 512,рум файв тве́лв,абитасьон квиньентос дьес и дос,rum faiv tvelv,nomer 512,NPC
20,5,4,Maintenance will be there in ten minutes.,Техобслуживание будет через десять минут.,Mantenimiento estará allí en diez minutos.,tekhobsluzhivanie budet cherez desyat minut,mantenimiento estara ayi en dies minutos,мэйнтэнэнс уил би зэр ин тэн ми́нутс,мантенимьенто эстара айи эн дьес минутос,meintenans uil bi der in ten minuts,tej obslujivanie budet cherez desiat minut,User
21,6,1,"Hello, do you have any rooms available for this weekend?","Здравствуйте, у вас есть свободные номера на эти выходные?","Hola, ¿tienen habitaciones disponibles para este fin de semana?",zdravstvuyte u vas est svobodnye nomera na eti vykhodnye,ola tienen abitaciones disponibles para este fin de semana,хэло́у ду ю хэв э́ни румз эвэ́йлэбл фор зис уи́кэнд,ола тьенен абитасьонес диспониблес пара эсте фин де семана,jelou du iu jev eni rumz eveilabl for zis uikend,zdravstvuite u vas est svobodnie nomera na eti vijodnie,NPC
22,6,2,"Yes, we have a double room for $120 per night.","Да, есть двухместный за 120 долларов за ночь.","Sí, tenemos una habitación doble por 120 dólares la noche.",da est dvukhmestnyy za 120 dollarov za noch,si tenemos una abitasion doble por 120 dolares la noche,йес уи хэв э да́бл рум фор уа́н тве́нти пер найт,си тенемос уна абитасьон добле пор сьен вейнте доларес ла ноче,ies ui jev a dabl rum for uan tventi per nait,da est dvujmestnii za 120 dollarov za noch,User
23,6,3,Does that include breakfast?,Завтрак входит?,¿Incluye desayuno?,zavtrak vkhodit,inkluye desayuno,даз зэт инклу́д бре́кфаст,инклуйе десаюно,daz det inklud brekfast,zavtrak vjodit,NPC
