id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,"Excuse me, where is the nearest subway station?","Извините, где ближайшая станция метро?","Disculpe, ¿dónde está la estación de metro más cercana?",izvinite gde blizhayshaya stantsiya metro,diskulpe donde esta la estasion de metro mas serkana,экскьюз ми уэр из зэ ниэрест сабуэй стэйшн,дискульпе донде эста ла этасьон де метро мас серкана,ekskiuz mi uer iz de nierest sabuei steishn,izvinite gde blizhaishaia stantsiia metro,NPC
2,1,2,"Go straight for two blocks, then turn left. It's on the right.","Идите прямо два квартала, потом поверните налево. Она справа.","Vaya recto dos cuadras, luego gire a la izquierda. Está a la derecha.",idite pryamo dva kvartala potom povernite nalevo ona sprava,vaya rekto dos kuadras lue go gire a la izkierda esta a la derecha,гоу стрейт фор ту блокс зэн тёрн лефт итс он зэ райт,вая ректо дос куадрас луэго хире а ла изкьерда эста а ла дереча,gou streit for tu bloks den tern left its on de rait,idite priamo dva kvartala potom povernite nalevo ona sprava,User
3,1,3,Thank you!,Спасибо!,¡Gracias!,spasibo,grasias,сенк ю,грасиас,zank iu,spasibo,NPC
4,1,4,You're welcome.,Пожалуйста.,De nada.,pozhaluysta,de nada,юр уэлкам,де нада,iur uelkam,pojaluista,User
5,2,1,"Hi, is there a good café nearby?","Привет, есть хороший кафе поблизости?","Hola, ¿hay una buena cafetería cerca?",privet est khoroshiy kafe poblizosti,ola ai una buena kafeteria serka,хай из зэр э гуд кафе ниэрбай,ола ай уна буэна кафетерия серка,jai iz der a gud kafe nierbai,privet est joroshii kafe poblizosti,NPC
6,2,2,"Yes, walk to the corner and turn right. It's called ""Bean Street"".","Да, идите до угла и поверните направо. Называется «Bean Street».","Sí, camine hasta la esquina y gire a la derecha. Se llama ""Bean Street"".",da idite do ugla i povernite napravo nazyvaetsya bean street,si kamine asta la eskina i gire a la derecha se yama bean street,йес уок ту зэ корнэр энд тёрн райт итс колд бин стрит,си камине аста ла эскина и хире а ла дереча се йама бин стрит,ies uok tu de korner end tern rait its kold bin strit,da idite do ugla i povernite napravo nazivaetsia bean strit,User
7,2,3,"Got it, thanks a lot!","Понял, спасибо большое!","Entendido, ¡muchas gracias!",ponyal spasibo bolshoe,entendido muchas grasias,гот ит сенкс э лот,энтендидо мучас грасиас,got it zanks e lot,ponial spasibo bolshoe,NPC
8,2,4,Enjoy your coffee!,Приятного кофе!,¡Que disfrutes tu café!,priyatnogo kofe,ke disfrutes tu kafe,инджой ёр кофе,ке дисфрутес ту кафе,indjoy ior kofe,priiatnogo kofe,User
9,3,1,Could you tell me how to get to the City Museum?,"Не подскажете, как добраться до Городского музея?",¿Podría decirme cómo llegar al Museo de la Ciudad?,ne podskazhete kak dobratsya do gorodskogo muzeya,podria desirme komo yegar al museo de la siudad,куд ю тэл ми хау ту гет ту зэ сити мьюзиам,подриа десирме комо йегар аль мусео де ла сиудад,kud iu tel mi jau tu get tu de siti miuziam,ne podskajete kak dobratsia do gorodskogo muzeia,NPC
10,3,2,"Sure. Take the number 5 bus across the street, get off at Central Square, then walk north for five minutes.","Конечно. Сядьте на автобус номер 5 напротив, выйдите на Центральной площади, потом идите на север пять минут.","Claro. Tome el autobús número 5 al otro lado de la calle, bájese en la Plaza Central, luego camine hacia el norte cinco minutos.",konechno syadte na avtobus nomer 5 naprotiv vyydite na tsentralnoy ploshchadi potom idite na sever pyat minut,klaro tome el autobús número 5 al otro lado de la kale bayese en la plasa sentral lue go kamine asia el norte sinko minutos,шур тейк зэ намбер файв бас акросс зэ стрит гет оф эт сэнтрал сквэр зэн уок норс фор файв минутс,кларо томе эль аутобус нумеро синко аль отро ладо де ла калле байесе эн ла пласа сентраль луэго камине асиа эль норте синко minutos,shur teik de namber faiv bas akros de strit get of et sentral skuer den uok nors for faiv minuts,konechno siadte na avtobus nomer 5 naprotiv viidite na tsentralnoi ploshchadi potom idite na sever piat minut,User
