id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,What do you think about the upcoming election?,Что вы думаете о предстоящих выборах?,¿Qué piensas sobre las próximas elecciones?,chto vy dumaiete o predstoiashchikh vyborakh,ke piensas sobre las proksimas elecciones,uat du iu think abaut de apkaming ilekshn,ke piensas sobre las proksimas elecciones,uat du yu think abaut de upkaming ilekshon,shto vi dumaiete o predstoiashchij vyborah,NPC
2,1,2,I think its important to vote.,"Я думаю, важно голосовать.",Creo que es importante votar.,ia dumaiu vazhno golosovat,kreo ke es importante botar,ai think its important tu vot,kreo ke es importante botar,ai think its important tu vot,ia dumaiu vazhno golosovat,User
3,1,3,Who is your favorite candidate?,Кто ваш любимый кандидат?,¿Quién es tu candidato favorito?,kto vash liubimyi kandidat,kien es tu kanditato favorito,ju is ior feivorit kandidet,kien es tu kanditato favorito,ui is ior feiborit kandideit,kto vash liubimyi kandidat,NPC
4,1,4,I like the one focused on economy.,"Мне нравится тот, кто сосредоточен на экономике.",Me gusta el que se enfoca en la economía.,mne nravitsia tot kto sotsentotrochen na ekonomike,me gusta el ke se enfoka en la ekonomi a,ai laik de uan foukused on ikonomi,me gusta el ke se enfoka en la ekonomi a,ai laike de uan fohkused on ekonomi,mne nravitsia tot kto sotsentotrochen na ekonomike,User
5,2,1,Climate change worries me a lot.,Изменение климата сильно беспокоит меня.,El cambio climático me preocupa mucho.,izmenenie klimata silno bespokoit menia,el kambio k limatiko me preokupa mucho,klaimit cheindz uoris mi a lot,el kambio k limatiko me preokupa mucho,kláimit cheindz uoris mi a lot,izmenenie klimata silno bespokoit menia,NPC
6,2,2,"Yes, we must protect the environment.","Да, мы должны защищать окружающую среду.","Sí, debemos proteger el medio ambiente.",da my dolzhny zashchishchat okruzhaiushchuiu sredu,si deb emos protejer el medio ambiente,ies ui must protekt de environ ment,si deb emos protejer el medio ambiente,ies ui must protekt el medio ambiente,da mi dolzhni zashchishchat okruzhaiushchuiu sredu,User
7,2,3,What actions should governments take?,Какие действия должны предпринять правительства?,¿Qué acciones deben tomar los gobiernos?,kakie deistviia dolzhny predpriniat pravitelstva,ke aksiones deben tomar los gob iern os,guat akshns shud gov rn ments teik,ke aksiones deben tomar los gob iern os,guat acksiones shud gob iern ments teik,kakie deistviia dolzhni predpriniat pravitelstva,NPC
8,2,4,Reduce carbon emissions immediately.,Сократить выбросы углерода немедленно.,Reducir las emisiones de carbono inmediatamente.,sokratit vybrosy ugleroda nemedlenno,redusir las em isiones de karbono inmed iat amente,ridius karbon imishns imidiitli,redusir las em isiones de karbono inmed iat amente,redius karbon emis iones imidiátamente,sokratit vybrosy ugleroda nemedlenno,User
9,3,1,Equality is key in society.,Равенство ключ к обществу.,La igualdad es clave en la sociedad.,ravenstvo kliu ch k obshchestvu,la i gualdad es klabe en la sos iedad,ikualiti is ki in sosaieti,la i gualdad es klabe en la sos iedad,igualdad es clave en la sos iedad,ravenstvo kliuch k obshchestvu,NPC
10,3,2,"I agree, everyone deserves fair treatment.","Согласен, все заслуживают справедливого обращения.","Estoy de acuerdo, todos merecen un trato justo.",soglasen vse zaslugivaiut spravedlivogo obrashcheniia,estoi de akuerdo todos meresen un trato justo,ai egri evriuan deservs fer tri tment,estoi de akuerdo todos meresen un trato justo,ai egri evriuan deservs fer tri tment,soglasen vse zaslugivaiut spravedlivogo obrashcheniia,User
11,3,3,How can we promote gender equality?,Как мы можем продвигать гендерное равенство?,¿Cómo podemos promover la igualdad de género?,kak my mozhem prodvigat gendernoe ravenstvo,komo podemos promover la i gualdad de zenero,jau kan ui prom out zender ikualiti,komo podemos promover la i gualdad de zenero,kó mo podemos promover la igualdá de zénero,kak mi mozhem prodvigat gendernoe ravenstvo,NPC
12,3,4,Through education and awareness.,Через образование и осведомленность.,A través de la educación y la concienciación.,cherez obrazovanie i osvedomlennost,a tra bes de la ed ukasion i la kons iensiasion,thru edukeishn and o uer nes,a tra bes de la ed ukasion i la kons iensiasion,thru ed ukasión y la kons iensiasión,cherez obrazovanie i osvedomlennost,User
13,4,1,Healthcare should be free for all.,Здравоохранение должно быть бесплатным для всех.,La atención médica debería ser gratuita para todos.,zdorovieokhranenie dolzhno byt besplatnym dlia vsekh,la atens ion med ika de ber ia ser gratis para todos,helsker shud bi fri for ol,la atens ion med ika de ber ia ser gratis para todos,helsker shud bi gratis para todos,zdorovieokhranenie dolzhno bit besplatnim dlia vsekh,NPC
14,4,2,"Absolutely, its a basic right.","Абсолютно, это основное право.","Absolutamente, es un derecho básico.",absoliutno eto osnovnoe pravo,abs olut amente es un der ekho bas iko,absoliutli its a beisik rait,abs olut amente es un der ekho bas iko,absolútamente es un derécho básiko,absoliutno eto osnovnoe pravo,User
15,4,3,What about funding for it?,А как насчет финансирования?,¿Y qué pasa con el financiamiento?,a kak naschet finansirovaniia,i ke pasa kon el fans isi a miento,guat abaut funding for it,i ke pasa kon el fans isi a miento,guat abaut fans isi a miento para ello,a kak naschet finansirovaniia,NPC
16,4,4,Increase taxes on the wealthy.,Увеличить налоги на богатых.,Aumentar los impuestos a los ricos.,uvelichit nalogi na bogatykh,aumentar los im puestos a los rikos,inkris tek sis on de wel thi,aumentar los im puestos a los rikos,aumentar los impuestos a los rikos,uvelichit nalogi na bogatykh,User
