id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,What is your best price for this car?,Какая ваша лучшая цена на эту машину?,¿Cuál es tu mejor precio para este coche?,kakaia vasha luchshaia tsena na etu mashinu,kual es tu me hor pres io pa ra es te ko che,uat is ior best prais for dis kar,kual es tu me hor pres io pa ra es te ko che,kual es tu me yor pres io para este koche,kakaia vasha luchshaia tsena na etu mashinu,NPC
2,1,2,I can offer 15000 dollars.,Я могу предложить 15000 долларов.,Puedo ofrecer 15000 dólares.,ia mogu predlozhit 15000 dollarov,pue do o fre ser 15000 do la res,ai ken of er 15000 dollars,pue do o fre ser 15000 do la res,ai ken o fre ser 15000 dólares,ia mogu predlozhit 15000 dollarov,User
3,1,3,Thats too high. How about 14000?,Это слишком дорого. Как насчет 14000?,Eso es demasiado alto. ¿Qué tal 14000?,eto slishkom dorogo kak naschet 14000,e so es de ma sia do al to ke tal 14000,dats tu jai jau abaut 14000,e so es de ma sia do al to ke tal 14000,eso es de ma siado al to ke tal 14000,eto slishkom dorogo kak naschet 14000,NPC
4,1,4,"Okay, deal at 14500.","Хорошо, сделка за 14500.","Bien, acuerdo en 14500.",khorosho sdelka za 14500,bien a kuer do en 14500,okei dil at 14500,bien a kuer do en 14500,bien akuerdo en 14500,khorosho sdelka za 14500,User
5,2,1,Can we negotiate the rent?,Можем ли мы обсудить аренду?,¿Podemos negociar el alquiler?,mozh em li my obsudit arendu,po de mos ne go si ar el al ki ler,ken ui neg oshi eit de rent,po de mos ne go si ar el al ki ler,po demos nego siar el al ki ler,mozh em li my obsudit arendu,NPC
6,2,2,The current rate is 1000 per month.,Текущая ставка 1000 в месяц.,La tarifa actual es 1000 por mes.,tekushchaia stavka 1000 v mes iats,la ta ri fa ak tu al es 1000 por mes,de kur ent reit is 1000 per manth,la ta ri fa ak tu al es 1000 por mes,la tarifa ak tu al es 1000 por mes,tekushchaia stavka 1000 v mes iats,User
7,2,3,"I need it lower, say 900.","Мне нужно ниже, скажем 900.","Necesito que sea más bajo, digamos 900.",mne nuzhno nizhe skazhem 900,ne se si to ke sea mas ba jo di ga mos 900,ai nid it lour er sei 900,ne se si to ke sea mas ba jo di ga mos 900,ne sesito ke sea más ba yo digamos 900,mne nuzhno nizhe skazhem 900,NPC
8,2,4,"Fine, 950 and we have a deal.","Хорошо, 950 и у нас сделка.","Bien, 950 y tenemos un acuerdo.",khorosho 950 i u nas sdelka,bien 950 i te ne mos un a kuer do,fain 950 and ui jev a dil,bien 950 y te ne mos un akuerdo,bien 950 y te ne mos un akuerdo,khorosho 950 i u nas sdelka,User
9,3,1,Lets talk about the contract terms.,Давайте обсудим условия контракта.,Hablemos de los términos del contrato.,davaiute obsudim usloviia kontrakta,a ble mos de los ter mi nos del kon tra to,lets tok abaut de kon trakt terms,a ble mos de los ter mi nos del kon tra to,a ble mos de los térmi nos del kon tra to,davaiute obsudim usloviia kontrakta,NPC
10,3,2,Six months payment in advance.,Шесть месяцев оплаты заранее.,Seis meses de pago por adelantado.,shest mesi atsev oplaty zaranee,seis me ses de pa go por a de lan ta do,siks manths pei ment in ad vans,seis me ses de pa go por a de lan ta do,seis meses de pago por ade lan tado,shest mesi atsev oplaty zaranee,User
11,3,3,Thats steep. Can we do three months?,Это круто. Можем ли мы сделать три месяца?,Eso es elevado. ¿Podemos hacer tres meses?,eto kruto mozhem li my sdelat tri mesiatsa,e so es e le ba do po de mos a ser tres me ses,dats stip ken ui du zri manths,e so es e le ba do po de mos a ser tres me ses,eso es ele bado po demos a ser tres meses,eto kruto mozhem li my sdelat tri mesiatsa,NPC
12,3,4,"Agreed, three months upfront.","Согласен, три месяца авансом.","De acuerdo, tres meses por adelantado.",soglasen tri mesiatsa avansom,de a kuer do tres me ses por a de lan ta do,egreid zri manths up front,de a kuer do tres me ses por a de lan ta do,de akuerdo tres meses por ade lan tado,soglasen tri mesiatsa avansom,User
13,4,1,What discount for bulk order?,Какая скидка на оптовый заказ?,¿Qué descuento por pedido al por mayor?,kakaia skidka na optovyi zakaz,ke des kuen to por pe di do al por ma ior,uat dis kount for balk order,ke des kuen to por pe di do al por ma ior,ke des kuento por pedido al por ma yor,kakaia skidka na optovyi zakaz,NPC
14,4,2,10 percent off for 100 units.,10 процентов скидки за 100 единиц.,10 por ciento de descuento por 100 unidades.,10 protsentov skidki za 100 edinits,10 por sien to de des kuen to por 100 u ni da des,10 per sent of for 100 iunits,10 por sien to de des kuen to por 100 u ni da des,10 por sien to de des kuento por 100 unidades,10 protsentov skidki za 100 edinits,User
15,4,3,Not enough. 15 percent?,Недостаточно. 15 процентов?,No es suficiente. ¿15 por ciento?,nedostat ochno 15 protsentov,no es su fi sien te 15 por sien to,not inaf 15 per sent,no es su fi sien te 15 por sien to,no es su fisien te 15 por sien to,nedostat ochno 15 protsentov,NPC
16,4,4,"Deal, 12 percent for that quantity.","Сделка, 12 процентов за это количество.","Acuerdo, 12 por ciento por esa cantidad.",sdelka 12 protsentov za eto kolichestvo,a kuer do 12 por sien to por e sa kan ti dad,dil 12 per sent for dat kwan titi,a kuer do 12 por sien to por e sa kan ti dad,akuerdo 12 por sien to por esa kan tidad,sdelka 12 protsentov za eto kolichestvo,User
17,5,1,Can I get a lower interest rate?,Могу ли я получить более низкую процентную ставку?,¿Puedo obtener una tasa de interés más baja?,mogu li ia poluchit bolee nizkuiu protsentnuiu stavku,pue do o bte ner u na ta sa de in te res mas ba xa,ken ai get a lour er in ter est reit,pue do o bte ner u na ta sa de in te res mas ba xa,pue do o b ten er una tasa de in terés más ba xa,mogu li ia poluchit bolee nizkuiu protsentnuiu stavku,NPC
18,5,2,Our standard is 5 percent.,Наша стандартная 5 процентов.,Nuestra estándar es del 5 por ciento.,nasha standartaia 5 protsentov,nues tra es tan dar es del 5 por sien to,aur stand erd is 5 per sent,nues tra es tan dar es del 5 por sien to,nuestra es tándar es del 5 por sien to,nasha standartaia 5 protsentov,User
19,5,3,"For a good customer, maybe 4.5?","Для хорошего клиента, может 4.5?","Para un buen cliente, ¿tal vez 4.5?",dlia khoroshego klienta mozhet 4.5,pa ra un buen klien te tal bes 4.5,for a gud kast omer meibi 4.5,pa ra un buen klien te tal bes 4.5,para un buen kli en te tal bes 4.5,dlia khoroshego klienta mozhet 4.5,NPC
20,5,4,"Yes, approved at 4.5 percent.","Да, одобрено на 4.5 процентов.","Sí, aprobado al 4.5 por ciento.",da odobr eno na 4.5 protsentov,si a pro ba do al 4.5 por sien to,ies aprovd at 4.5 per sent,si a pro ba do al 4.5 por sien to,si apro bado al 4.5 por sien to,da odobr eno na 4.5 protsentov,User
21,6,1,Lets bargain on the house price.,Давайте поторгуемся по цене дома.,Regateemos por el precio de la casa.,davaiute potorguemsia po tsene doma,re ga te e mos por el pres io de la ka sa,lets bar gein on de jaus prais,re ga te e mos por el pres io de la ka sa,rega te emos por el pres io de la kasa,davaiute potorguemsia po tsene doma,NPC
22,6,2,"Listed at 200000, firm.","Перечислено за 200000, твердо.","Listado en 200000, firme.",per echnisleno za 200000 tverdo,lis ta do en 200000 fir me,list ed at 200000 ferm,lis ta do en 200000 fir me,listado en 200000 firme,per echnisleno za 200000 tverdo,User
23,6,3,180000 is my offer.,180000 мое предложение.,180000 es mi oferta.,180000 mo e predlozhenie,180000 es mi o fer ta,180000 is mai of er,180000 es mi o fer ta,180000 es mi oferta,180000 mo e predlozhenie,NPC
24,6,4,Thats low. Counter at 195000.,Это низко. Контрпредложение 195000.,Eso es bajo. Contraoferta de 195000.,eto nizko kontrpredlozhenie 195000,e so es ba jo kon tra o fer ta de 195000,dats lo kaunt er at 195000,e so es ba jo kon tra o fer ta de 195000,eso es ba yo kon tra oferta de 195000,eto nizko kontrpredlozhenie 195000,User
