id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,How can we reduce waste at home?,Как мы можем сократить отходы дома?,¿Cómo podemos reducir los desechos en casa?,kak my mozhem sokratit otkhody doma,k o mo po de mos re dusir los de sechos en kasa,jau ken ui ridius weist at jom,k o mo po de mos re dusir los de sechos en kasa,kó mo podemos reducir los dese chos en kasa,kak mi mozhem sokratit otkhodi doma,NPC
2,1,2,Start with recycling plastics and paper.,Начните с переработки пластика и бумаги.,Empieza reciclando plásticos y papel.,nashchite s pererabotki plastika i bumagi,em pi esa re si klan do plas ti kos i pa pel,start uidh risaikling plastiks and peiper,em pi esa re si klan do plas ti kos i pa pel,empiesa resicl á ndo plás ticos y papel,nachnite s pererabotki plastika i bumagi,User
3,1,3,What about food waste?,А как насчет пищевых отходов?,¿Y qué pasa con los desechos de comida?,a kak naschet pishchevykh otkhodov,i ke pasa kon los de sechos de ko mi da,guat abaut fud weist,i ke pasa kon los de sechos de ko mi da,guat abaut dese chos de ko mida,a kak naschet pishchevykh otkhodov,NPC
4,1,4,Use leftovers and plan meals better.,Используйте остатки и лучше планируйте еду.,Usa las sobras y planea las comidas mejor.,ispolzuite ostatki i luchshe planiruite edu,u sa las so bras i pla nea las ko mi das me hor,ius li fto vers and plan milz bet er,u sa las so bras i pla nea las ko mi das me hor,usa las sobras y planea las ko mídas me yor,ispolzuite ostatki i luchshe planiruite edu,User
5,2,1,Renewable energy is the future.,Возобновляемая энергия это будущее.,La energía renovable es el futuro.,vozobnovliaemaia energiia eto budushchee,la ener hi a re no be la es el fu tu ro,rinuabl end er ji is de fiutshur,la ener hi a re no be la es el fu tu ro,energía renova ble es el futuro,vozobnovliaemaia energiia eto budushchee,NPC
6,2,2,"Yes, solar and wind are great options.","Да, солнечная и ветровая отличные варианты.","Sí, la solar y eólica son grandes opciones.",da solnechnaia i vetrovaia otlichnye varianty,si la so lar i e o li ka son gran des op s iones,ies soler and wind ar greit op shns,si la so lar i e o li ka son gran des op s iones,si la solar y eólica son gran des ops iones,da solnechnaia i vetrovaia otlichnie varianty,User
7,2,3,Should governments support more?,Должны ли правительства поддерживать больше?,¿Deberían los gobiernos apoyar más?,dolzhny li pravitelstva podderzhyvat bolshe,de be ri an los go bier nos a po yar mas,shud gov rn ments suport mor,de be ri an los go bier nos a po yar mas,deberían los gobiernos apoyar más,dolzhni li pravitelstva podderzhyvat bolshe,NPC
8,2,4,"Definitely, with incentives and laws.","Конечно, с стимулами и законами.","Definitivamente, con incentivos y leyes.",konechno s stimulami i zakonami,de fi ni ti ba mente kon in sen ti bos i le yes,definitli uidh in sentivz and los,de fi ni ti ba mente kon in sen ti bos i le yes,definitiva mente kon ins entivos y leyes,konechno s stimulami i zakonami,User
9,3,1,Protecting forests is vital.,Защита лесов жизненно важна.,Proteger los bosques es vital.,zashchita lesov zhiznenno vazhna,pro te jer los bos kes es bi tal,protekt ing for ists is vaitl,pro te jer los bos kes es bi tal,proteger los bos kes es vital,zashchita lesov zhiznenno vazhna,NPC
10,3,2,"I agree, they clean our air.","Согласен, они очищают наш воздух.","Estoy de acuerdo, limpian nuestro aire.",soglasen oni ochishchaiut nash vozdukh,es toi de a kuer do lin pi an nes tro a ire,ai egri dei klin aur er,es toi de a kuer do lin pi an nes tro a ire,estoy de akuerdo lin pian nuestro aire,soglasen oni ochishchaiut nash vozdukh,User
