id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,Good morning! What can I get for you?,Доброе утро! Что вам предложить?,Buenos días. ¿Qué desea?,dobroe utro chto vam predlozhit,buenos dias ke desea,гуд морнинг уот кэн ай гет фор ю,буэнос диас ке десеа,gud morning uot ken ai get for iu,dobroe utro chto vam predlojit,NPC
2,1,2,"One loaf of white bread, please.","Один батон белого хлеба, пожалуйста.","Un pan blanco, por favor.",odin baton belogo khleba pozhaluysta,un pan blanko por fabor,уан лоаф оф уайт бред плиз,ун пан бланко пор фавор,uan loaf of uait bred pliz,odin baton belogo jleba pozhaluista,User
3,1,3,Freshly baked. That’ll be three dollars.,Только что из печи. С вас три доллара.,Recién horneado. Son tres dólares.,tolko chto iz pechi s vas tri dollara,resien orneado son tres dolares,фрэшли бэйкт зэтл би три долларз,ресьен орнеадо сон трес доларес,freshli beikt datl bi tri dollars,tolko chto iz pechi s vas tri dollara,NPC
4,1,4,Here you go. Keep the change.,"Вот, держите. Сдачи не надо.",Tome. Quédese con el cambio.,vot derzhite sdachi ne nado,tome kedese kon el kambio,хир ю гоу кип зэ чейндж,томе кедесе кон эль камбио,jir iu gou kip de cheinj,vot derjite sdachi ne nado,User
5,2,1,Do you need a bag?,Вам нужен пакет?,¿Necesita una bolsa?,vam nuzhen paket,nesesita una bolsa,ду ю нид э бэг,несесита уна больса,du iu nid a beg,vam nujen paket,NPC
6,2,2,"Yes, please. Just one.","Да, пожалуйста. Один.","Sí, por favor. Solo una.",da pozhaluysta odin,si por fabor solo una,йес плиз джаст уан,си пор фавор соло уна,ies pliz djast uan,da pozhaluista odin,User
7,2,3,Your total is twelve fifty.,Итого двенадцать пятьдесят.,Su total es doce cincuenta.,itogo dvenadtsat pyatdesyat,su total es dose sinkuenta,ёр тотал из туэлв фифти,су тоталь эс досе синкуэнта,ior total iz tuelv fifti,itogo dvenadtsat piatdesiat,NPC
8,2,4,I’ll pay with card.,Я оплачу картой.,Pagaré con tarjeta.,ia oplachu kartoy,pagare kon tarjeta,айл пэй уиз кард,пагарэ кон тархета,ail pei uid kard,ia oplachu kartoi,User
9,3,1,"Excuse me, how much is this shirt?","Извините, сколько стоит эта рубашка?","Disculpe, ¿cuánto cuesta esta camisa?",izvinite skolko stoit eta rubashka,diskulpe kuanto kuesta esta kamisa,экскьюз ми хау мач из зис шёрт,дискульпе куанто куэста эста камиса,ekskiuz mi jau mach iz dis short,izvinite skolko stoit eta rubashka,User
10,3,2,It’s on sale. Twenty dollars.,Она на распродаже. Двадцать долларов.,Está en oferta. Veinte dólares.,ona na rasprodazhe dvadtsat dollarov,esta en oferta beinte dolares,итс он сэйл туэнти долларз,эста эн офэрта вейнте доларес,its on seil tuenti dollars,ona na rasprodaje dvadtsat dollarov,NPC
