id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,Have you been to any cultural events lately?,Вы были на каких-нибудь культурных мероприятиях недавно?,¿Has ido a algún evento cultural últimamente?,vy byli na kakix-nibud kulturnyx meropriiatiiax nedavno,as ido a algun evento kultura l ultimamente,jev iu bin tu eni kultural events leitli,as ido a algun evento kultura l ultimamente,jeiv iu bin tu eni kultural events leitli,vy byli na kakix-nibud kulturnyx meropriiatiiax nedavno,NPC
2,1,2,"Yes, I went to a classical music concert last week.","Да, я ходил на концерт классической музыки на прошлой неделе.","Sí, fui a un concierto de música clásica la semana pasada.",da ia khodil na koncert klassicheskoi muzyki na proshloi nedele,si fui a un konsierto de musika klasika la semana pasada,ies ai uent tu a klasikal miuzik konsert lest uik,si fui a un konsierto de musika klasika la semana pasada,ies ai uent tu a klasikal miuzik konsert lest uik,da ia khodil na koncert klassicheskoi muzyki na proshloi nedele,User
3,1,3,Wonderful! What was your favorite piece?,Чудесно! Какая была ваша любимая пьеса?,¡Maravilloso! ¿Cuál fue tu pieza favorita?,chudesno kakaia bila vashe liubimaia piesa,maravilloso kual fue tu pieza favor ita,uonderful guat uas ior feivorit pis,maravilloso kual fue tu pieza favor ita,uonderful guat uas ior feivorit pis,chudesno kakaia bila vashe liubimaia piesa,NPC
4,1,4,"The symphony by Beethoven, so powerful.","Симфония Бетховена, такая мощная.","La sinfonía de Beethoven, tan poderosa.",simfoniia Betxovena takaia moshchnaia,la sinfonia de Betjoven tan poderosa,ze simfoni bai beitjoven so paurful,la sinfonia de Betjoven tan poderosa,ze simfoni bai beitjoven so paurful,simfoniia Betxovena takaia moshchnaia,User
5,2,1,What do you think about modern art exhibitions?,Что вы думаете о выставках современного искусства?,¿Qué piensas de las exposiciones de arte moderno?,shto vi dumaiete o vystavkax sovremennogo iskusstva,ke piensas de las eks posisions de arte moderno,guat du iu zink abaut modern art ekshibishns,ke piensas de las eks posisions de arte moderno,guat du iu zink abaut modern art ekshibishns,shto vi dumaiete o vystavkax sovremennogo iskusstva,NPC
6,2,2,"I love them, they challenge your perspective.","Я люблю их, они бросают вызов вашему взгляду.","Me encantan, desafían tu perspectiva.",ia liubliu ix oni brosa iut vyzov vashemu vgliadu,me enk antan des afian tu perspektiva,ai lov zem zei chelendj ior perspektiv,me enk antan des afian tu perspektiva,ai lov zem zei chelendj ior perspektiv,ia liubliu ix oni brosa iut vyzov vashemu vgliadu,User
7,2,3,Intriguing. Which artist stands out to you?,Интригующе. Какой художник вам запомнился?,Intrigante. ¿Qué artista te destaca?,intriguiushche kakoi xudozhnik vam zapomnilsia,intrigante ke artista te des taka,intriguing uich artist stends aut tu iu,intrigante ke artista te des taka,intriguing uich artist stends aut tu iu,intriguiushche kakoi xudozhnik vam zapomnilsia,NPC
8,2,4,"Picasso, his cubism is revolutionary.","Пикассо, его кубизм революционен.","Picasso, su cubismo es revolucionario.",Pikasso ego kubizm revoliutsionen,pikaso su kubismo es revolucionario,pikasso jiz kiubizm is revoliushenari,pikaso su kubismo es revolucionario,pikasso jiz kiubizm is revoliushenari,Pikasso ego kubizm revoliutsionen,User
9,3,1,Are you planning to attend the theater soon?,Вы планируете пойти в театр скоро?,¿Planeas ir al teatro pronto?,vi planiruete poiti v teatr skoro,planeas ir al teatro pronto,ar iu pleining tu atend ze teater sun,planeas ir al teatro pronto,ar iu pleining tu atend ze teater sun,vi planiruete poiti v teatr skoro,NPC
10,3,2,"Yes, a play by Shakespeare next month.","Да, пьеса Шекспира в следующем месяце.","Sí, una obra de Shakespeare el próximo mes.",da piesa Shekspira v sleduiushchem mesiats e,si una obra de shekspir el proksimo mes,ies a plei bai shekspir nekst manth,si una obra de shekspir el proksimo mes,ies a plei bai shekspir nekst manth,da piesa Shekspira v sleduiushchem mesiats e,User
