id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,"Hello, how can I help you today?","Здравствуйте, чем могу помочь сегодня?","Hola, ¿en qué puedo ayudarte hoy?",zdravstvuite chem mogu pomoch segodnia,ola en ke pue do a iu dar te oi,jelou jau ken ai jelp iu tud ei,ola en ke pue do a iu dar te oi,jelou jau ken ai yelpar te oi,zdravstvuite chem mogu pomoch segodnia,NPC
2,1,2,My order arrived damaged.,Мой заказ пришел поврежденным.,Mi pedido llegó dañado.,moi zakaz prishol povrezhdennym,mi pe di do lle go da ña do,mai order er aivd dam idjd,mi pe di do lle go da ña do,mai pedido llegó da ña do,moi zakaz prishol povrezhdennim,User
3,1,3,Im sorry to hear that. Can you describe the issue?,Мне жаль это слышать. Можете описать проблему?,Lo siento al oírlo. ¿Puedes describir el problema?,mne zhal eto slyshat mozhete opisat problemu,lo sien to al oir lo pue des de s kri r el pro ble ma,aim sori tu jir dat ken iu dis kraib de ishi u,lo sien to al oir lo pue des de s kri r el pro ble ma,aim sori tu jir dat ken iu des cribir el pro ble ma,mne zhal eto slyshat mozhete opisat problemu,NPC
4,1,4,The box was broken and items inside too.,"Коробка была сломана, и вещи внутри тоже.",La caja estaba rota y los artículos dentro también.,korobka byla slomana i veshchi vnutri tozhe,la ka ha es ta ba ro ta i los ar ti ku los den tro ta m bién,de boks uas bro ken and ait emz in sa id tu,la ka ha es ta ba ro ta i los ar ti ku los den tro ta m bién,la kaja estaba rota y los ar tículos den tro ta m bién,korobka byla slomana i veshchi vnutri tozhe,User
5,2,1,Welcome to customer support. Whats the problem?,Добро пожаловать в службу поддержки. В чем проблема?,Bienvenido al soporte al cliente. ¿Cuál es el problema?,dobro pozhalovat v sluzhbu podderzhki v chem problema,bien be ni do al so por te al klien te kual es el pro ble ma,uel kam tu kast omer suport uats de prob lem,bien be ni do al so por te al klien te kual es el pro ble ma,uel kam tu sopor te al kli en te uál es el pro ble ma,dobro pozhalovat v sluzhbu podderzhki v chem problema,NPC
6,2,2,I was charged twice for the same item.,Меня дважды списали за один и тот же товар.,Me cobraron dos veces por el mismo artículo.,menia dvazhdy spisali za odin i tot zhe tovar,me ko bra ron dos be ses por el mis mo ar ti ku lo,ai uas char jd tuais for de seim ait em,me ko bra ron dos be ses por el mis mo ar ti ku lo,me ko bra ron dos beses por el mismo ar tículo,menia dvazhdy spisali za odin i tot zhe tovar,User
7,2,3,Let me check your account right away.,Давайте я проверю ваш счет немедленно.,Déjame revisar tu cuenta ahora mismo.,davaiute ia proveriu vash schet nemedlenno,de xa me re bi sar tu kuen ta a o ra mis mo,let mi chek ior ak aount rait euei,de xa me re bi sar tu kuen ta a o ra mis mo,de xame re bi sar tu kuen ta a ora mismo,davaiute ia proveriu vash schet nemedlenno,NPC
8,2,4,"Okay, I see the error. Well refund one charge.","Хорошо, я вижу ошибку. Мы вернем одну оплату.","Bien, veo el error. Te reembolsaremos un cargo.",khorosho ia vizhu oshibku my vernem odnu oplatu,bien be o el e rror te re em bol sa re mos un kar go,okei ai si de er or uel ri fund uan charj,bien be o el e rror te re em bol sa re mos un kar go,bien beo el er ror te re em bol sa re mos un kar go,khorosho ia vizhu oshibku my vernem odnu oplatu,User
9,3,1,Thank you for calling. How may I assist?,Спасибо за звонок. Чем могу помочь?,Gracias por llamar. ¿En qué puedo ayudarte?,spasibo za zvonok chem mogu pomoch,gra si as por la mar en ke pue do a iu dar te,zank iu for kol ing jau mei ai as ist,gra si as por la mar en ke pue do a iu dar te,grá sias por la mar en ke pue do a iu dar te,spasibo za zvonok chem mogu pomoch,NPC
10,3,2,The product doesnt match the description.,Товар не соответствует описанию.,El producto no coincide con la descripción.,tovar ne sootvetstvuet opisaniiu,el pro duk to no ko in si de kon la de s kri p sion,de prod akt doesnt match de dis krip shn,el pro duk to no ko in si de kon la de s kri p sion,el pro duk to no ko in side kon la des krips ión,tovar ne sootvetstvuet opisaniiu,User
11,3,3,Can you send a photo of the item received?,Можете прислать фото полученного товара?,¿Puedes enviar una foto del artículo recibido?,mozhete prislat foto poluchennogo tovara,pue des en bi ar u na fo to del ar ti ku lo re si bi do,ken iu send a foto of de ait em ris ived,pue des en bi ar u na fo to del ar ti ku lo re si bi do,pue des en bi ar una fo to del ar tículo res ibido,mozhete prislat foto poluchennogo tovara,NPC
12,3,4,"Sure, I just emailed it to you.","Конечно, я только что отправил вам по email.","Claro, acabo de enviártelo por email.",konechno ia tolko chto otpravil vam po email,kla ro a ka bo de en bi ar te lo por i meil,shur ai just i meild it tu iu,kla ro a ka bo de en bi ar te lo por i meil,klara a ka bo de en bi ar te lo por i meil,konechno ia tolko chto otpravil vam po email,User
13,4,1,Good afternoon. What can I do for you?,Добрый день. Чем могу помочь?,Buenas tardes. ¿En qué puedo ayudarte?,dobryi den chem mogu pomoch,bue nas tar des en ke pue do a iu dar te,gud af tern un uat ken ai du for iu,bue nas tar des en ke pue do a iu dar te,gud af ter nun uat ken ai yelpar te,dobryi den chem mogu pomoch,NPC
14,4,2,I need to return this shirt. Its too small.,Мне нужно вернуть эту рубашку. Она слишком маленькая.,Necesito devolver esta camisa. Es demasiado pequeña.,mne nuzhno vernut etu rubashku ona slishkom malen kaia,ne se si to de bo l ber es ta ka mi sa es de ma sia do pe ke ña,ai nid tu rit ern dis shert its tu smol,ne se si to de bo l ber es ta ka mi sa es de ma sia do pe ke ña,ne sesito de bol ber esta ka misa es de ma siado pe ke ña,mne nuzhno vernut etu rubashku ona slishkom malen kaia,User
15,4,3,No problem. Do you have the receipt?,Без проблем. У вас есть чек?,No hay problema. ¿Tienes el recibo?,bez problem u vas est chek,no ai pro ble ma tie nes el re si bo,no prob lem du iu jev de ris it,no ai pro ble ma tie nes el re si bo,no ai pro ble ma tienes el res ibo,bez problem u vas est chek,NPC
16,4,4,"Yes, here it is. Can I get store credit?","Да, вот он. Могу ли я получить кредит магазина?","Sí, aquí está. ¿Puedo obtener crédito en la tienda?",da vot on mogu li ia poluchit kredit magazina,si a ki es tá pue do o bte ner kre di to en la tien da,ies jir it is ken ai get stor kredit,si a ki es tá pue do o bte ner kre di to en la tien da,si a ki está pue do o b ten er kré dito en la tien da,da vot on mogu li ia poluchit kredit magazina,User
17,5,1,Hi there. How can I resolve this for you?,Привет. Как могу решить это для вас?,Hola. ¿Cómo puedo resolver esto por ti?,privet kak mogu reshit eto dlia vas,o la ko mo pue do re sol ber es to por ti,jai der jau ken ai rezolv dis for iu,o la ko mo pue do re sol ber es to por ti,ola ko mo pue do re sol ber esto por ti,privet kak mogu reshit eto dlia vas,NPC
18,5,2,The delivery was late by three days.,Доставка опоздала на три дня.,La entrega llegó tres días tarde.,dostavka opozdala na tri dn ia,la en tre ga lle go tres di as tar de,de deliv eri uas leit bai zri deiz,la en tre ga lle go tres di as tar de,la en tre ga llegó tres días tar de,dostavka opozdala na tri dn ia,User
19,5,3,I apologize for the delay. Well send a discount code.,Извините за задержку. Мы отправим код скидки.,Me disculpo por el retraso. Te enviaremos un código de descuento.,izvinite za zaderzhku my otpravim kod skidki,me dis kul po por el re tra so te en bi a re mos un ko do de des kuen to,ai apol odjiz for de dilei uel send a dis kount kod,me dis kul po por el re tra so te en bi a re mos un ko do de des kuen to,me dis kul po por el re tra so te en bi a re mos un kó do de des kuento,izvinite za zaderzhku my otpravim kod skidki,NPC
20,5,4,Thank you. That makes it better.,Спасибо. Это улучшает ситуацию.,Gracias. Eso lo hace mejor.,spasibo eto uluchshaet situatsiiu,gra si as e so lo a se me hor,zank iu dat meiks it bet er,gra si as e so lo a se me hor,grá sias eso lo a se me yor,spasibo eto uluchshaet situatsiiu,User
21,6,1,"Hello, customer service here. Your issue?","Здравствуйте, служба поддержки. Ваша проблема?","Hola, servicio al cliente aquí. ¿Tu problema?",zdravstvuite sluzhba podderzhki vasha problema,o la ser bi sio al klien te a ki tu pro ble ma,jelou kast omer serv is jir ior ishi u,o la ser bi sio al klien te a ki tu pro ble ma,ola ser bisio al kli en te a ki tu pro ble ma,zdravstvuite sluzhba podderzhki vasha problema,NPC
22,6,2,My subscription renewed without notice.,Моя подписка продлилась без уведомления.,Mi suscripción se renovó sin aviso.,moia podpis ka prodlilas bez u vedomleniia,mi sus kri p sion se re no bo sin a bi so,mai sub skrip shn ri niud uidhout notis,mi sus kri p sion se re no bo sin a bi so,mi sus krips ión se renobó sin abiso,moia podpis ka prodlilas bez u vedomleniia,User
23,6,3,Well review that and cancel if needed.,Мы проверим это и отменяем при необходимости.,Lo revisaremos y cancelaremos si es necesario.,my proverim eto i otmeniaem pri neobkhodimosti,lo re bi sa re mos i kan se la re mos si es ne se sa rio,uel ri viu dat and ken sel if nided,lo re bi sa re mos i kan se la re mos si es ne se sa rio,lo re bi sa re mos y kan se la re mos si es nes esario,my proverim eto i otmeniaem pri neobkhodimosti,NPC
24,6,4,Please do. I dont want it anymore.,"Пожалуйста, сделайте. Я больше не хочу.","Por favor, hazlo. Ya no lo quiero.",pozhaluista sdelaiute ia bolshe ne khochu,por fa bor as lo ia no lo kie ro,pliz du ai dont uant it eni mor,por fa bor as lo ia no lo kie ro,por fa bor hazlo ia no lo quiero,pozhaluista sdelaiute ia bolshe ne khochu,User
25,7,1,Thank you for reaching out. Tell me more.,"Спасибо, что связались. Расскажите подробнее.",Gracias por contactar. Cuéntame más.,spasibo chto sviazalis rasskazhite podrobnee,gra si as por kon tak tar kuen ta me mas,zank iu for ri ching aut tel mi mor,gra si as por kon tak tar kuen ta me mas,grá sias por kon tak tar kuén tame más,spasibo chto sviazalis rasskazhite podrobnee,NPC
26,7,2,The appliance stopped working after a week.,Бытовая техника перестала работать через неделю.,El electrodoméstico dejó de funcionar después de una semana.,bytovaia tekhnika perestala rabotat cherez nedeliu,el e lek tro do mes ti ko de jo de fun sio nar des pués de u na se ma na,de aplai ans stopd uork ing af ter a uik,el e lek tro do mes ti ko de jo de fun sio nar des pués de u na se ma na,el elék tro do més tico dejó de fun sionar después de una se mana,bytovaia tekhnika perestala rabotat cherez nedeliu,User
27,7,3,Thats unacceptable. Is it under warranty?,Это неприемлемо. Оно на гарантии?,Eso es inaceptable. ¿Está en garantía?,eto neprin iatno ono na garantii,e so es i na sep ta ble es tá en ga ran ti a,dats un ak sept ebl is it under wor en ti,e so es i na sep ta ble es tá en ga ran ti a,eso es ina sep ta ble está en ga ran tía,eto neprin iatno ono na garantii,NPC
28,7,4,"Yes, I bought it last month.","Да, я купил его на прошлой неделе.","Sí, lo compré el mes pasado.",da ia kupil ego na proshloi nedele,si lo kom pré el mes pa sa do,ies ai bot it last manth,si lo kom pré el mes pa sa do,si lo kom pré el mes pasado,da ia kupil ego na proshloi nedele,User
29,7,5,Well arrange a free repair or replacement.,Мы организуем бесплатный ремонт или замену.,Arreglaremos una reparación o reemplazo gratis.,my organizuem besplatnyi remont ili zamenu,a re gla re mos u na re pa ra sion o re em pla so gra tis,uel er eindj a fri rip er or ri pleis ment,a re gla re mos u na re pa ra sion o re em pla so gra tis,arreglare mos una re pa ra sión o re em pla so gratis,my organizuem besplatnyi remont ili zamenu,NPC
30,7,6,Replacement please. When can I expect it?,"Замену, пожалуйста. Когда я могу ожидать?","Reemplazo, por favor. ¿Cuándo lo esperaría?",zamen u pozhaluista kogda ia mogu ozhidat,re em pla so por fa bor kuan do lo es pe ra ri a,ri pleis ment pliz uen ken ai ek spekt it,re em pla so por fa bor kuan do lo es pe ra ri a,re em pla so por fa bor kuán do lo es pe ra ría,zamen u pozhaluista kogda ia mogu ozhidat,User
31,8,1,Were sorry for any inconvenience. Details?,Нам жаль любых неудобств. Подробности?,Lo sentimos por cualquier inconveniente. ¿Detalles?,nam zhal liubykh neudobstv podrobnosti,lo sien tos por kua l kier in kon be nien te de ta les,uer sori for eni in kon vi niens di teils,lo sien tos por kua l kier in kon be nien te de ta les,lo sien tos por kual kier in kon be ni en te de ta les,nam zhal liubykh neudobstv podrobnosti,NPC
32,8,2,The website crashed during checkout.,Сайт завис во время оформления заказа.,El sitio web se colgó durante el pago.,sait zavis vo vremia oformleniia zakaza,el si tio ueb se ko ló du ran te el pa go,de u eb sait krashd dur ing chek aut,el si tio ueb se ko ló du ran te el pa go,el sitio web se kolgó duran te el pa go,sait zavis vo vremia oformleniia zakaza,User
33,8,3,Did you lose the order? Well recover it.,Вы потеряли заказ? Мы восстановим его.,¿Perdiste el pedido? Lo recuperaremos.,vy poteriali zakaz my vosstanovim ego,per dis te el pe di do lo re ku pe ra re mos,did iu luz de order uel ri kav er it,per dis te el pe di do lo re ku pe ra re mos,per diste el pe dido lo re ku pe ra re mos,vy poteriali zakaz my vosstanovim ego,NPC
34,8,4,"Yes, please recover and add a discount.","Да, пожалуйста, восстановите и добавьте скидку.","Sí, recupéralo y añade un descuento.",da pozhaluista vosstanovite i dobavte skidku,si re ku pe ra lo i a ña de un des kuen to,ies pliz ri kav er and ad a dis kount,si re ku pe ra lo i a ña de un des kuen to,si re ku pe ra lo y a ña de un des kuento,da pozhaluista vosstanovite i dobavte skidku,User
35,8,5,Done. Your order is confirmed with 20% off.,Готово. Ваш заказ подтвержден со скидкой 20%.,Hecho. Tu pedido está confirmado con 20% de descuento.,gotovo vash zakaz podtverzhden so skidkoi 20%,e cho tu pe di do es tá kon fir ma do kon el 20% de des kuen to,dan ior order is kon fermd uidh 20 per sent of,e cho tu pe di do es tá kon fir ma do kon el 20% de des kuen to,e cho tu pe dido está kon fir ma do kon el 20% de des kuento,gotovo vash zakaz podtverzhden so skidkoi 20%,NPC
36,8,6,Perfect. Much appreciated.,Отлично. Большое спасибо.,Perfecto. Muchas gracias.,otlichno bolshoe spasibo,per fek to mu chas gra si as,per fekt mach ap ri ei shn d,per fek to mu chas gra si as,per fek to mu chas grá sias,otlichno bolshoe spasibo,User
37,9,1,Hello. Lets fix this together. Whats wrong?,Привет. Давайте исправим это вместе. Что не так?,Hola. Arreglémoslo juntos. ¿Qué pasa?,privet davaiute ispravim eto vmeste chto ne tak,o la a re gle mos lo x un tos ke pa sa,jelou lets fiks dis tu ge der uats rong,o la a re gle mos lo x un tos ke pa sa,ola arreg lé mos lo jun tos ke pasa,privet davaiute ispravim eto vmeste chto ne tak,NPC
38,9,2,I received the wrong size shoes.,Я получил обувь не того размера.,Recibí zapatos del tamaño equivocado.,ia poluchil obuv ne togo razmera,re si bí sa pa tos del ta ma ño e ki bo ka do,ai ris ived de rong saiz shuz,re si bí sa pa tos del ta ma ño e ki bo ka do,res ibí sa pa tos del tama ño ekibokado,ia poluchil obuv ne togo razmera,User
39,9,3,My mistake. Well send the correct size free.,Моя ошибка. Мы отправим правильный размер бесплатно.,Mi error. Te enviaremos la talla correcta gratis.,moia oshibka my otpravim pravilnyi razmer besplatno,mi e rror te en bi a re mos la ta lla ko rrek ta gra tis,mai mis teik uel send de korekt saiz fri,mi e rror te en bi a re mos la ta lla ko rrek ta gra tis,mi er ror te en bi a re mos la ta lla kor rek ta gratis,moia oshibka my otpravim pravilnyi razmer besplatno,NPC
40,9,4,And pick up the wrong ones?,И заберете неправильные?,¿Y recoges los incorrectos?,i zaberete nepravilnye,i re ko xes los in kor rek tos,and pik ap de rong unz,i re ko xes los in kor rek tos,y re koges los in kor rek tos,i zaberete nepravilnye,User
41,9,5,"Yes, well schedule a pickup tomorrow.","Да, мы назначим забор на завтра.","Sí, programaremos una recogida para mañana.",da my naznachim zab or na zavtra,si pro gra ma re mos u na re ko gi da pa ra ma ña na,ies uel shed iul a pik ap tu mor ou,si pro gra ma re mos u na re ko gi da pa ra ma ña na,si pro gra ma re mos una re ko ji da para ma ña na,da my naznachim zab or na zavtra,NPC
42,9,6,Thank you for the quick service.,Спасибо за оперативное обслуживание.,Gracias por el servicio rápido.,spasibo za operativnoe obsluzhivanie,gra si as por el ser bi sio ra pi do,zank iu for de kuik serv is,gra si as por el ser bi sio ra pi do,grá sias por el ser bisio rá pido,spasibo za operativnoe obsluzhivanie,User
43,10,1,We value your feedback. How can we improve?,Мы ценим вашу обратную связь. Как мы можем улучшить?,Valoramos tu opinión. ¿Cómo podemos mejorar?,my ts en im vashu obratnuiu sviaz v kak my mozhem uluchshit,ba lo ra mos tu o pi nion ko mo pue dos me jo rar,ui val iu ior fid bek jau ken ui im pruv,ba lo ra mos tu o pi nion ko mo pue dos me jo rar,ba lo ra mos tu opini ón kó mo podemos me jo rar,my ts en im vashu obratnuiu sviaz v kak my mozhem uluchshit,NPC
44,10,2,The wait time on hold was too long.,Время ожидания на линии было слишком долгим.,El tiempo de espera en línea fue demasiado largo.,vremia ozhidaniia na linii bylo slishkom dolgim,el tiem po de es pe ra en li ne a fue de ma sia do lar go,de ueit ta im on jold uas tu long,el tiem po de es pe ra en li ne a fue de ma sia do lar go,el tiem po de es pe ra en línea fue de ma siado lar go,vremia ozhidaniia na linii bylo slishkom dolgim,User
45,10,3,We apologize. Well train staff for faster service.,Мы извиняемся. Мы обучим персонал для более быстрого обслуживания.,Nos disculpamos. Entrenaremos al personal para un servicio más rápido.,my izv iniaemsia my obuchim personal dlia bolee bystrogo obsluzhivaniia,nos dis kul pa mos en tre na re mos al per so nal pa ra un ser bi sio mas ra pi do,ui apol odjiz uel trein staf for faster serv is,nos dis kul pa mos en tre na re mos al per so nal pa ra un ser bi sio mas ra pi do,nos dis kul pa mos en tre na re mos al per so nal para un ser bisio más rá pido,my izv iniaemsia my obuchim personal dlia bolee bystrogo obsluzhivaniia,NPC
46,10,4,"Good. Also, easier return process please.","Хорошо. Также, пожалуйста, упростите процесс возврата.","Bien. También, simplifica el proceso de devolución por favor.",khorosho takzhe pozhaluista uprostit e protsess vozvrata,bien ta m bién sin pli fi ka el pro se so de de bo lu sion por fa bor,gud ol so i zi er rit ern pro ses pliz,bien ta m bién sin pli fi ka el pro se so de de bo lu sion por fa bor,bien ta m bién sin pli fika el pro seso de de bo lu sión por fa bor,khorosho takzhe pozhaluista uprostit e protsess vozvrata,User
47,10,5,Noted. Well update our policy soon.,Записано. Мы скоро обновим нашу политику.,Notado. Actualizaremos nuestra política pronto.,zapisano my skoro obnovim nashu politiku,no ta do ak tu a li sa re mos nue stra po li ti ka pron to,not ed uel ap deit aur pol isi sun,no ta do ak tu a li sa re mos nue stra po li ti ka pron to,no ta do ak tu a li sa re mos nuestra po lítica pron to,zapisano my skoro obnovim nashu politiku,NPC
48,10,6,I appreciate your attention to this.,Я ценю ваше внимание к этому.,Aprecio tu atención a esto.,ia tseniu vashe vnimanie k etomu,a pre sio tu a ten sion a es to,ai ap ri ei shen ior at en shn tu dis,a pre sio tu a ten sion a es to,a pres io tu aten sión a esto,ia tseniu vashe vnimanie k etomu,User
