id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,Help! My friend is not breathing!,Помогите! Мой друг не дышит!,¡Ayuda! ¡Mi amigo no respira!,pomogite moy drug ne dyshit,aiuda mi amigo no respira,хэлп май фрэнд из нот бризиинг,айуда ми амиго но респира,jelp mai frend iz not briziing,pomogite moi drug ne dishit,User
2,1,2,Stay calm. I'm calling an ambulance now.,Сохраняйте спокойствие. Я вызываю скорую сейчас.,Mantén la calma. Estoy llamando a una ambulancia ahora.,sokhranyayte spokoynstvie ia vyzyvayu skoruyu seychas,mantén la kalma estoi yamando a una ambulansia ahora,стэй калм айм колинг эн эмбьюлэнс нау,мантен ла кальма эстой йямандо а уна амбулансия аора,stei kalm aim koling an embulens nau,sojraniaite spokoistvie ia vizivaiu skoruiu seichas,NPC
3,1,3,What do I do? He's on the ground!,Что делать? Он на земле!,¿Qué hago? ¡Está en el suelo!,chto delat on na zemle,ke ago esta en el suelo,уот ду ай ду хиз он зэ граунд,ке аго эста эн эль суэло,guat du ai du jiz on de graund,chto delat on na zemle,User
4,1,4,Check if he responds. Tilt his head back.,"Проверьте, реагирует ли он. Запрокиньте голову назад.",Comprueba si responde. Inclina su cabeza hacia atrás.,proverte reagiruet li on zaprokintye golovu nazad,komprueba si responde inklina su kabesa asia atras,чек иф хи респондз тилт хиз хэд бэк,компруэба си респонде инклина су кабеса асиа атрас,chek if ji respondz tilt jiz jed bek,proverte reagiruet li on zaprokintie golovu nazad,NPC
5,2,1,Emergency services. What's your emergency?,Служба спасения. Какая у вас чрезвычайная ситуация?,Servicios de emergencia. ¿Cuál es su emergencia?,sluzhba spaseniya kakaya u vas chrezvychaynaya situatsiya,serbisios de emerhensia kual es su emerhensia,имердженси сервисез уотс ёр имэрдженси,сервисиос де эмерхенсия куаль эс су эмерхенсия,imerjensi servisez guats ior imerjensi,sluzhba spaseniia kakaya u vas chrezvichainaia situatsiia,NPC
6,2,2,There's a fire in my kitchen!,В моей кухне пожар!,¡Hay un incendio en mi cocina!,v moyey kukhne pozhar,ai un insendio en mi kosina,зэрс э файр ин май китчен,ай ун инсендио эн ми косина,zers a fair in mai kichen,v moei kujne pozhar,User
7,2,3,Get out of the house now. Stay low.,Выходите из дома немедленно. Пригнитесь.,Salga de la casa ahora. Quédese agachado.,vykhodite iz doma nemedlenno prignites,salga de la kasa ahora kedese agachado,гет аут оф зэ хаус нау стэй лоу,сальга де ла каса аора кедесе агачадо,get aut of de jaus nau stei lou,vijodite iz doma nemedlenno prignites,NPC
8,2,4,I'm outside. The smoke is black!,Я на улице. Дым чёрный!,Estoy afuera. ¡El humo es negro!,ia na ulitse dym chyornyy,estoi afuera el umo es negro,айм аутсайд зэ смоук из блэк,эстой афвера эль умо эс негро,aim autsaid de smouk iz blek,ia na ulitse dim chiornii,User
9,3,1,Help! Someone fell down the stairs!,Помогите! Кто-то упал с лестницы!,¡Ayuda! ¡Alguien se cayó por las escaleras!,pomogite kto-to upal s lestnitsy,aiuda alguien se kaio por las eskaler as,хэлп самуан фел даун зэ стэрз,айуда альгьен се кайо пор лас эскалерас,jelp samuan fel daun de sterz,pomogite kto-to upal s lestnitsi,User
10,3,2,Don't move him. Keep his neck still.,Не двигайте его. Держите шею неподвижно.,No lo mueva. Mantenga el cuello quieto.,ne dvigayte ego derzhite sheyu nepodvizhno,no lo mueva mantenga el kuello kieto,донт мув хим кип хиз нэк стил,но ло муэва мантенга эль куэльо кьето,dont muv jim kip jiz nek stil,ne dvigaite ego derzhite sheiu nepodvizhno,NPC
11,3,3,He's bleeding from his head!,У него кровь из головы!,¡Está sangrando de la cabeza!,u nego krov iz golovy,esta sangrando de la kabesa,хиз блидинг фром хиз хэд,эста санграндо де ла кабеса,jiz bliding from jiz jed,u nego krov iz golovi,User
12,3,4,Press a clean cloth on it. Help is coming.,Прижмите чистую ткань. Помощь уже в пути.,Presione un paño limpio. La ayuda viene.,prizhmite chistuyu tkan chto pomoshch uzhe v puti,presione un panyo limpio la aiuda viene,прэс э клин клоф он ит хэлп из каминг,пресьоне ун паньо лимпьо ла айуда вьене,pres a klin klof on it jelp iz kaming,prizhmite chistuiu tkan chto pomoshch uzhe v puti,NPC
13,4,1,My child swallowed something!,Мой ребёнок что-то проглотил!,¡Mi hijo tragó algo!,moy rebyonok chto-to proglotil,mi ijo trago algo,май чайлд своллоуд самзинг,ми ихо траго альго,mai chaild suoloud samzing,moi rebi onok chto-to proglotil,User
14,4,2,What did he swallow? How old is he?,Что он проглотил? Сколько ему лет?,¿Qué tragó? ¿Cuántos años tiene?,chto on proglotil skolko emu let,ke trago kuantos anyos tiene,уот дид хи своллоу хау олд из хи,ке траго куантос аньос тьене,guat did ji suolou jau old iz ji,chto on proglotil skolko emu let,NPC
15,4,3,A small toy. He's three years old!,Маленькую игрушку. Ему три года!,Un juguete pequeño. ¡Tiene tres años!,malenkuyu igrushku emu tri goda,un juguete pekenyo tiene tres anyos,э смол той хиз зри йирз олд,ун хугете пекеньо тьене трес аньос,a smol toi jiz zri iirz old,malenkuiu igrushku emu tri goda,User
16,4,4,Bring him to the hospital right away.,Везите его в больницу немедленно.,Llévelo al hospital de inmediato.,vezite ego v bolnitsu nemedlenno,yevelo al ospital de inmedyato,бринг хим ту зэ хоспитал райт эуэй,йевело аль оспиталь де инмедьятo,bring jim tu de jospital rait auei,vezite ego v bolnitsu nemedlenno,NPC
