id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,What do you like to do in your free time?,Чем вы любите заниматься в свободное время?,¿Qué te gusta hacer en tu tiempo libre?,chem vy liubite zanimatsia v svobodnoe vremia,ke te gusta aser en tu tiempo libre,uot du iu laik tu du in ior frir taim,ke te gusta aser en tu tiempo libre,guat du iu lajk tu du in iur fri taim,chem vy liubite zanimatsia v svobodnoe vremia,NPC
2,1,2,I like hiking in the mountains.,Мне нравится ходить в походы в горы.,Me gusta hacer senderismo en las montañas.,mne nravitsia khodit v pokhody v gory,me gusta aser senderismo en las montanyas,ай laik jaiking in de maunteins,me gusta aser senderismo en las montanyas,ai lajk jaiking in de mauntins,mne nravitsia khodit v pokhody v gory,User
3,1,3,That sounds refreshing. How often do you go?,Это звучит освежающе. Как часто вы ходите?,Eso suena refrescante. ¿Con qué frecuencia vas?,eto zvuchit osvezhaiushche kak chasto vy khodite,eso suena refrescante kon ke frekuensia bas,дэт саундз рифрешинг хау офен ду ю го,эсо суэна рефресканте кон ке фрекуенсия бас,dat saunds rifre shing jau ofen du iu go,eto zvuchit osvezhaiushche kak chasto vy khodite,NPC
4,1,4,Every weekend if the weather is good.,"Каждые выходные, если погода хорошая.",Los fines de semana si el clima es bueno.,kazhdyye vykhodnyye yesli pogoda khoroshaya,los fines de semana si el klima es bueno,эверри уикенд иф зэ уэзэр из гуд,лос фиネス де семана си эль клима эс буэно,evri uikend if de uezer is gud,kazhdyye vykhodnyye yesli pogoda khoroshaya,User
5,2,1,Do you have any favorite hobbies?,У вас есть любимые хобби?,¿Tienes algún pasatiempo favorito?,u vas yest liubimye khobbi,tienes algun pasatiempo favor ito,ду ю хэв эни фэйворит хобиз,тьенес альгун па са тьемпо фавори то,du iu heiv eni feivorit jobis,u vas yest liubimye khobbi,NPC
6,2,2,"Yes, I love painting landscapes.","Да, я люблю рисовать пейзажи.","Sí, me encanta pintar paisajes.",da ia liubliu risovat peizazhi,si me enkanta pintar paisajes,ьес ай лав пэинтинг лэндскэйпс,си ме энканта pintar paisajes,ies ai lov peinting lendskeips,da ia liubliu risovat peizazhi,User
7,2,3,Creative! What inspires you the most?,Творчески! Что вас больше всего вдохновляет?,¡Creativo! ¿Qué te inspira más?,tvorcheski chto vas bol she vsego vdokhnovliaet,kreativo ke te inspira mas,tvorchestvi! guat inspirz iu de most,kreativo ke te inspira mas,krieitiv! guat inspirz iu de most,tvorcheski chto vas bol she vsego vdokhnovliaet,NPC
8,2,4,"Sunsets over the ocean, definitely.","Закаты над океаном, определённо.","Atardeceres sobre el océano, definitivamente.",zakaty nad okeanom opredelenno,atardeceres sobre el oséano definitivamente,zakatis over de oushen def initli,atardeceres sobre el oséano def initivamente,sunsets over de oushen def initli,zakaty nad okeanom opredelenno,User
9,3,1,How do you spend your weekends?,Как вы проводите выходные?,¿Cómo pasas tus fines de semana?,kak vy provodite vykhodnyye,komo pasas tus fines de semana,jau du iu spend ior uikends,komo pasas tus fines de semana,jau du iu spend ior uikends,kak vy provodite vykhodnyye,NPC
10,3,2,I usually go cycling with friends.,Я обычно езжу на велосипеде с друзьями.,Suelo ir en bicicleta con amigos.,ia obichno eziu na velosipede s druziami,suelo ir en bisikleta kon amigos,ай южуали гоу сайклинг уиз фрэндс,суэло ир эн бисиклета кон амигос,ai iuzuali gou saikling uid frends,ia obichno eziu na velosipede s druziami,User
11,3,3,Fun activity! Do you prefer city paths or trails?,Весёлое занятие! Вы предпочитаете городские дорожки или тропинки?,¡Actividad divertida! ¿Prefieres caminos de ciudad o senderos?,vesyoloe zanimanie vi predpochitaete gorodskie dorozhki ili tropinki,aktividad dibertiba prefieres kaminoz de siudad o senderos,фан эктивити ду ю префер сити пэз ор трэйлз,актив идад ди бертиба пре фьер ес ка минос де си уад о сэн дэ рос,fan aktiviti du iu prefer siti paz or treils,vesyoloe zanimanie vi predpochitaete gorodskie dorozhki ili tropinki,NPC
12,3,4,"Trails in nature, much more scenic.","Тропинки в природе, гораздо более живописно.","Senderos en la naturaleza, mucho más escénicos.",tropinki v prirode gotovo bol she zhivopisno,senderos en la naturaleza mucho mas esénikos,treis in neitshur mach mor sinik,tropinki v prirode gotovo bol she zhivopisno,treils in neitshur mach mor sinik,tropinki v prirode gotovo bol she zhivopisno,User
13,4,1,What’s your go-to relaxation method?,Какой ваш любимый способ расслабления?,¿Cuál es tu método de relajación favorito?,kakoi vas liubimii sposob rassileniia,kual es tu metodo de relajasion favor ito,guats ior go tu rileikseishen metod,uats es tu metodo de relajasion favor ito,guats ior go-tu rileikseishen metod,kakoi vas liubimii sposob rassileniia,NPC
14,4,2,Listening to music while reading.,Слушать музыку во время чтения.,Escuchar música mientras leo.,slushat muzyku vo vremia chteniia,esku char musika mientras leo,лиснинг ту мюзик уайл ридинг,эску чар мусика миентрас лео,lisning tu miuzik uail rid ing,slushat muzyku vo vremia chteniia,User
15,4,3,Nice combo. What genre of music?,Хорошее сочетание. Какой жанр музыки?,Buena combinación. ¿Qué género de música?,khoroshee sochitanie kakoi zhanr muzyki,buena kombinasion ke zhanr de musika,nais kombo guat zhanr of miuzik,buena kombinasion ke zhanr de musika,nais kombo guat zhanr of miuzik,khoroshee sochitanie kakoi zhanr muzyki,NPC
16,4,4,"Jazz, it’s so soothing.","Джаз, он такой успокаивающий.","Jazz, es tan relajante.",dzhaz on takoi uspokaiivaiushchii,yaz es tan relajante,джаз итс со успук,яzz es tan relajante,dzhaz its so uspok,dzhaz on takoi uspokaiivaiushchii,User
