id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,My phone wont turn on. What should I do?,Мой телефон не включается. Что делать?,Mi teléfono no se enciende. ¿Qué debo hacer?,moi telefon ne vkliuchaetsia chto delat,mi telefono no se en siende ke debo a ser,mai fon uont torn on uat shud ai du,mi telefono no se en siende ke debo a ser,mai fon uont torn on uat shud ai du,moi telefon ne vkliuchaetsia chto delat,NPC
2,1,2,Try charging it for thirty minutes first.,Сначала попробуйте зарядить его на тридцать минут.,Intenta cargarlo durante treinta minutos primero.,snachala poprobuiute zariadit ego na tridtsat minut,in ten ta kar ga lo du ran te tren ta mi nu tos pri me ro,trai char jing it for ther ti minits ferst,in ten ta kar ga lo du ran te tren ta mi nu tos pri me ro,trai char garlo duran te tren ta mi nutos primero,snachala poprobuiute zariadit ego na tridtsat minut,User
3,1,3,Still nothing. Any other ideas?,Все равно ничего. Есть другие идеи?,Todavía nada. ¿Alguna otra idea?,vse ravno nichego est drugie idei,to da bi la na da al gu na o tra i de a,stil na thing eni other ai deiz,to da bi la na da al gu na o tra i de a,stil na thing eni o tra ideas,vse ravno nichego est drugie idei,NPC
4,1,4,Hold the power button for ten seconds.,Зажмите кнопку питания на десять секунд.,Mantén presionado el botón de encendido por diez segundos.,zazhimite knopku pitaniia na desiat sekund,man tien pre sio na do el bo ton de en seen dio por die s se gun dos,jold de pauer batn for ten sek nds,man tien pre sio na do el bo ton de en seen dio por die s se gun dos,jold el bo tón de en seen dio por diez se gun dos,zazhimite knopku pitaniia na desiat sekund,User
5,2,1,My laptop is running slow today.,Мой ноутбук сегодня работает медленно.,Mi laptop está funcionando lento hoy.,moi noutbuk segodnia rabotaet medlenno,mi lap top es ta fun sio nan do len to oi,mai lap top is ran ing slow tud ei,mi lap top es ta fun sio nan do len to oi,mai lap top es ta fun sionando len to oi,moi noutbuk segodnia rabotaet medlenno,NPC
6,2,2,Close unnecessary programs and restart.,Закройте ненужные программы и перезапустите.,Cierra programas innecesarios y reinicia.,zakroiute nenuzhnye programmy i pererzapustite,sie rra pro gra mas in ne se sa rios i re i ni sia,klous an nes es eri pro grams and ri start,sie rra pro gra mas in ne se sa rios i re i ni sia,klosa pro gra mas in ne se sa rios y reinisia,zakroiute nenuzhnye programmy i pererzapustite,User
7,2,3,That helped a bit. Thanks!,Это немного помогло. Спасибо!,Eso ayudó un poco. ¡Gracias!,eto nemnogo pomoglo spasibo,e so a iu do un po ko gra si as,dat jelpt a bit zanks,e so a iu do un po ko gra si as,eso a iu dó un po ko grá sias,eto nemnogo pomoglo spasibo,NPC
8,2,4,Youre welcome. Check for updates too.,Пожалуйста. Также проверьте обновления.,De nada. Revisa las actualizaciones también.,pozhaluista takzhe prover te obnovleniia,de na da re bi sa las ak tu a li sa s io nes ta m bién,ior uel kam chek for ap deits tu,de na da re bi sa las ak tu a li sa s io nes ta m bién,ior uel kam cheka las ak tu a lisa siones ta m bién,pozhaluista takzhe prover te obnovleniia,User
9,3,1,I cant connect to WiFi. Help?,Я не могу подключиться к WiFi. Помогите?,No puedo conectarme al WiFi. ¿Ayuda?,ia ne mogu podkliuchitsia k wifi pomogite,no pue do kon ek tar me al wi fi a iu da,ai kent konekt tu waifi jelp,no pue do kon ek tar me al wi fi a iu da,ai kant konek tarme al waifi a iu da,ia ne mogu podkliuchitsia k wifi pomogite,NPC
10,3,2,Make sure the password is correct.,"Убедитесь, что пароль правильный.",Asegúrate de que la contraseña sea correcta.,ubeedites chto parol pravilnyi,a se gu ra te de ke la kon tra se ña sea ko rrek ta,meik shur de pas uord is korekt,a se gu ra te de ke la kon tra se ña sea ko rrek ta,meik shur de la kon tra se ña es kore ta,ubeedites chto parol pravilnyi,User
11,3,3,It is. Still not working.,Он правильный. Все равно не работает.,Lo es. Todavía no funciona.,on pravilnyi vse ravno ne rabotaet,lo es to da bi la no fun sio na,it is stil not uork ing,lo es to da bi la no fun sio na,lo es to da bi la no fun siona,on pravilnyi vse ravno ne rabotaet,NPC
12,3,4,Restart your router and device.,Перезапустите роутер и устройство.,Reinicia el router y el dispositivo.,pererzapustite ruter i ustroistvo,re i ni sia el rou ter i el dis po si ti bo,ri start ior rauter and dis vais,re i ni sia el rou ter i el dis po si ti bo,reinisia el rauter y el dis positibo,pererzapustite ruter i ustroistvo,User
13,4,1,My earbuds arent charging.,Мои наушники не заряжаются.,Mis auriculares no se están cargando.,mo i naushniki ne zariadhaiutsia,mis au ri ku la res no se es tan kar gan do,mai er badz arent char jing,mis au ri ku la res no se es tan kar gan do,mai er buds arent char gando,mo i naushniki ne zariadhaiutsia,NPC
14,4,2,Clean the charging port gently.,Очистите порт зарядки осторожно.,Limpia el puerto de carga con cuidado.,ochistite port zaryadki ostorozhno,lim pia el puer to de kar ga kon ku i da do,klin de char jing port djent li,lim pia el puer to de kar ga kon ku i da do,klinia el puer to de kar ga kon ku i dado,ochistite port zaryadki ostorozhno,User
15,4,3,Did that. No change.,Сделал. Без изменений.,Lo hice. Sin cambios.,sdelal bez izmenenii,lo i se sin kam bios,did dat no cheindj,lo i se sin kam bios,lo ise sin kam bios,sdelal bez izmenenii,NPC
16,4,4,Try a different cable or charger.,Попробуйте другой кабель или зарядное устройство.,Prueba un cable o cargador diferente.,poprobuiute drugoi kabe l ili zaryadnoe ustroistvo,pru e ba un ka ble o kar ga dor di fe ren te,trai a dif rent keibl or char jer,pru e ba un ka ble o kar ga dor di fe ren te,prueba un ka ble o kar gador diferente,poprobuiute drugoi kabe l ili zaryadnoe ustroistvo,User
17,5,1,The screen on my tablet is frozen.,Экран на моем планшете завис.,La pantalla de mi tablet está congelada.,ekran na mo em planshete zavis,la pan ta lla de mi ta blet es ta kon xe la da,de skrin on mai tab let is frou zn,la pan ta lla de mi ta blet es ta kon xe la da,la pantalla de mi ta blet es ta kon xe lada,ekran na mo em planshete zavis,NPC
18,5,2,Force restart by holding the power button.,"Принудительно перезапустите, зажав кнопку питания.",Reinicio forzado manteniendo presionado el botón de encendido.,prinu d itelno pererzapustite zazhav knopku pitaniia,re i ni sio for sa do man tien do pre sio na do el bo ton de en seen dio,fors ri start bai jold ing de pauer batn,re i ni sio for sa do man tien do pre sio na do el bo ton de en seen dio,reinicio for sado manteniendo pre sionado el bo tón de en seen dio,prinu d itelno pererzapustite zazhav knopku pitaniia,User
19,5,3,"Okay, its back. What was wrong?","Хорошо, он вернулся. Что было не так?","Bien, volvió. ¿Qué estaba mal?",khorosho on vernulsia chto bylo ne tak,bien bo l bio ke es ta ba mal,okei its bak uat uas rong,bien bo l bio ke es ta ba mal,okei es bak ke es ta ba mal,khorosho on vernulsia chto bylo ne tak,NPC
20,5,4,Probably too many apps open at once.,"Вероятно, слишком много приложений открыто одновременно.",Probablemente demasiadas apps abiertas a la vez.,veroiatno slishkom mnogo prilozhenii otkryto odnovremenno,pro ba ble men te de ma si a das aps a blier tas a la bes,proba bli tu meni apz open at uans,pro ba ble men te de ma si a das aps a blier tas a la bes,proba ble mente de ma si a das aps a blier tas a la bes,veroiatno slishkom mnogo prilozhenii otkryto odnovremenno,User
21,6,1,My smartwatch battery dies fast.,Батарея моих смарт-часов быстро садится.,La batería de mi smartwatch se agota rápido.,batareia moikh smart-chasov bystro saditsia,la ba te ri a de mi smart uotsh se a go ta ra pi do,mai smart uotsh bat eri dais fast,la ba te ri a de mi smart uotsh se a go ta ra pi do,mai smart uotsh bat ería se agota rá pido,batareia moikh smart-chasov bystro saditsia,NPC
