id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,Hey! Want to join our soccer team?,Привет! Хочешь в нашу футбольную команду?,¡Hola! ¿Quieres unirte a nuestro equipo de fútbol?,privet khochesh v nashu futbolnuyu komandu,ola kieres unirte a nuestro ekipo de futbol,хэй уонт ту джойн аур сокер тим,ола кьерес унирте а нуэстро экипо де футбол,jei uont tu join aur soker tim,privet jochesh v nashu futbolnuiu komandu,NPC
2,1,2,Sure! When do you practice?,Конечно! Когда тренировки?,Claro. ¿Cuándo practican?,konechno kogda trenirovki,klaro kuando praktikan,шур уэн ду ю прэктис,кларо куандо практикан,shur uen du iu praktis,konechno kogda trenirovki,User
3,1,3,Tuesdays and Thursdays at 6 PM.,По вторникам и четвергам в 6 вечера.,Martes y jueves a las 6 PM.,po vtornikam i chetvergam v 6 vechera,martes i juebes a las 6 pm,тюздэйз энд зёрсдэйз эт 6 пиэм,мартес и хуэвес а лас 6 пм,tiuzdeiz and zersdeiz at 6 piem,po vtornikam i chetvergam v 6 vechera,NPC
4,1,4,I'll be there. Do I need cleats?,Буду. Нужны бутсы?,Estaré ahí. ¿Necesito tacos?,budu nuzhny butsy,estare ai nesesito takos,айл би зэр ду ай нид клитс,эстарэ ай несесито такос,ail bi der du ai nid klits,budu nuzhni butsi,User
5,2,1,Welcome to the gym! First time here?,Добро пожаловать в зал! Впервые?,¡Bienvenido al gimnasio! ¿Primera vez?,dobro pozhalovat v zal vpervyye,bienbenido al himnasio primera bes,уэлкам ту зэ джим фёрст тайм хир,бьенвенидо аль химнасио примэра вэс,uelkam tu de jim ferst taim jir,dobro pozhalovat v zal vpervie,NPC
6,2,2,Yes. Can you show me the machines?,Да. Покажете тренажёры?,Sí. ¿Puedes mostrarme las máquinas?,da pokazhete trenazhyory,si puedes mostrarme las makinas,йес кэн ю шоу ми зэ мэшинз,си пуэдес мострарме лас макинас,ies ken iu shou mi de meshinz,da pokajete trenazhiori,User
7,2,3,Of course. Start with the treadmill for warm-up.,Конечно. Начните с беговой дорожки для разминки.,Claro. Empieza con la cinta para calentar.,konechno nachnite s begovoy dorozhki dlya razminki,klaro empiesa kon la sinta para kalentar,оф корс старт уиз зэ трэдмил фор уорм-ап,кларо эмпьеса кон ла синта пара калентар,of kors start uiz de tredmil for uorm-ap,konechno nachnite s begovoi dorozhki dlia razminki,NPC
8,2,4,How long should I walk?,Сколько идти?,¿Cuánto tiempo debo caminar?,skolko idti,kuanto tiempo debo kaminar,хау лонг шуд ай уок,куанто тьемпо дебо каминар,jau long shud ai uok,skolko idti,User
9,3,1,Let's play basketball after work!,Давай поиграем в баскетбол после работы!,¡Juguemos baloncesto después del trabajo!,davay poigrayem v basketbol posle raboty,jugemos balonsesto despues del trabajo,летс плэй баскетбол афтэр уорк,хуэгмос балонсесто деспуэс дель трабахо,lets plei basketbol after uork,davai poigraem v basketbol posle raboti,NPC
10,3,2,Great! I have a ball. Meet at the park?,Отлично! У меня мяч. Встречаемся в парке?,¡Genial! Tengo una pelota. ¿Nos vemos en el parque?,otlichno u menya myach vstrechayemsya v parke,henial tengo una pelota nos bemos en el parke,грэйт ай хэв э бол мит эт зэ парк,хениаль тенго уна пелота нос вемос эн эль парке,greit ai jev a bol mit at de park,otlichno u menia miach vstrechaemsia v parke,User
11,3,3,"Yes, at 7 PM. Bring water!","Да, в 7 вечера. Возьмите воду!","Sí, a las 7 PM. ¡Trae agua!",da v 7 vechera vozmite vodu,si a las 7 pm trae agua,йес эт 7 пиэм бринг уотэр,си а лас 7 пм траэ агуа,ies at 7 piem bring uoter,da v 7 vechera vozmite vodu,NPC
12,3,4,Got it. See you on the court!,Понял. До встречи на площадке!,Entendido. ¡Nos vemos en la cancha!,ponyal do vstrechi na ploshchadke,entendido nos bemos en la kancha,гот ит си ю он зэ корт,энтендидо нос вемос эн ла канча,got it si iu on de kort,ponial do vstrechi na ploshchadke,User
13,4,1,I'm training for a 5K run. Any tips?,Я готовлюсь к забегу на 5 км. Есть советы?,Estoy entrenando para una carrera de 5K. ¿Algún consejo?,ia gotovlyus k zabegu na 5 km est sovety,estoi entrenando para una karrera de 5k algun konseho,айм трэйнинг фор э файв кей ран эни типс,эстой энтренандо пара уна каррера де 5к альгун консехо,aim treining for a faiv kei ran eni tips,ia gotovlius k zabegu na 5 km est soveti,NPC
14,4,2,Run three times a week. Start slow.,Бегайте три раза в неделю. Начинайте медленно.,Corre tres veces por semana. Empieza despacio.,begayte tri raza v nedelyu nachinayte medlenno,korre tres beses por semana empiesa despasyo,ран зри таймз э уик старт слоу,корре трес весес пор семана эмпьеса деспасио,ran zri taimz a uik start slou,begaite tri raza v nedeliu nachinaite medlenno,User
15,4,3,How far should I go at first?,Сколько бежать сначала?,¿Cuánto debo correr al principio?,skolko bezhat snachala,kuanto debo korrer al prinsipio,хау фар шуд ай гоу эт фёрст,куанто дебо коррер аль принсипио,jau far shud ai gou at ferst,skolko bezhat snachala,NPC
