id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,"Hello, I need help with a contract.","Здравствуйте, мне нужна помощь с договором.","Hola, necesito ayuda con un contrato.",zdravstvuite mne nuzhna pomoshch s dogovorom,ola nesesito aiuda kon un kontrato,хэллоу ай нид хэлп уиз э контракт,ола несесито айуда кон ун контрато,jelou ai nid jelp uiz a kontrakt,zdravstvuite mne nuzhna pomoshch s dogovorom,NPC
2,1,2,"Hi, come in. What kind of contract is it?","Привет, заходите. Какой это договор?","Hola, pasa. ¿Qué tipo de contrato es?",privet zakhodite kakoy eto dogovor,ola pasa ke tipo de kontrato es,хай кам ин уот кайнд оф контракт из ит,ола паса ке типо де контрато эс,jai kam in guat kaind of kontrakt iz it,privet zajodite kakoi eto dogovor,User
3,1,3,A rental agreement for an apartment.,Договор аренды квартиры.,Un contrato de alquiler de apartamento.,dogovor arendy kvartiry,un kontrato de alkiler de apartamento,э рентал эгримент фор эн эпартмент,ун контрато де алькилер де апартаменто,a rental agriment for an apartament,dogovor arendi kvartiri,NPC
4,1,4,Okay. Do you have a copy with you?,Хорошо. У вас есть копия с собой?,Bien. ¿Tienes una copia contigo?,khorosho u vas est kopiya s soboy,bien tienes una kopia kontingo,окэй ду ю хэв э копи уиз ю,бьен тьенес уна копья контиго,okei du iu jev a kopi uiz iu,jorosho u vas est kopiia s soboi,User
5,2,1,I got a traffic ticket. What should I do?,Мне выписали штраф за нарушение ПДД. Что делать?,Me pusieron una multa de tráfico. ¿Qué debo hacer?,mne vypisali shtraf za narushenie pdd chto delat,me pusieron una multa de trafiko ke debo aser,ай гот э трафик тикет уот шуд ай ду,ме пусьерон уна мульта де трафико ке дебо асер,ai got a trafik tiket guat shud ai du,mne vipisali shtraf za narushenie pdd chto delat,NPC
6,2,2,"First, read it carefully. When is the court date?",Сначала внимательно прочитайте. Когда дата суда?,"Primero, léela con cuidado. ¿Cuándo es la fecha en corte?",snachala vnimatelno prochitayte kogda data suda,primero leela kon kuydado kuando es la fecha en korte,фёрст рид ит кэрфули уэн из зэ корт дэйт,примеро леэла кон куйдадо куандо эс ла феча эн корте,ferst rid it kerfuli uen iz de kort deit,snachala vnimatelno prochitaite kogda data suda,User
7,2,3,In two weeks. Can I fight it?,Через две недели. Можно оспорить?,En dos semanas. ¿Puedo pelearla?,cherez dve nedeli mozhno osporit,en dos semanas puedo pelearla,ин ту уикс кэн ай файт ит,эн дос семанас пуэдо пелеарла,in tu uiks ken ai fait it,cherez dve nedeli mozhno osporit,NPC
8,2,4,"Yes, we can try. Bring photos of the sign.","Да, попробуем. Принесите фото знака.","Sí, podemos intentarlo. Trae fotos de la señal.",da poprobuyem prinesite foto znaka,si podemos intentarlo trae fotos de la senial,йес уи кэн трай бринг фотоз оф зэ сайн,си подемос интентарло траэ фотос де ла сеньяль,ies ui ken trai bring fotoz of de sain,da poprobuiem prinesite foto znaka,User
9,3,1,My neighbor's dog barks all night.,Собака соседа лает всю ночь.,El perro del vecino ladra toda la noche.,sobaka soseda layet vsyu noch,el perro del besino ladra toda la noche,май нэйборз дог баркс ол найт,эль перро дель весино ладра тода ла ноче,mai neiborz dog barks ol nait,sobaka soseda laet vsiu noch,NPC
10,3,2,That's a noise complaint. Have you talked to him?,Это жалоба на шум. Вы с ним говорили?,Eso es una queja por ruido. ¿Has hablado con él?,eto zhaloba na shum vy s nim govorili,eso es una keha por ruido as ablado kon el,зэтс э нойз комплэйнт хэв ю токт ту хим,эсо эс уна кеха пор руидо ас абладо кон эль,dats a noiz kompleint jev iu tokt tu jim,eto zhaloba na shum vi s nim govorili,User
11,3,3,"Yes, but he doesn't care.","Да, но ему всё равно.","Sí, pero no le importa.",da no yemu vsyo ravno,si pero no le importa,йес бат хи дазнт кэр,си перо но ле импорта,ies bat ji daznt ker,da no emu vsio ravno,NPC
12,3,4,Then we can send a letter or call the city.,Тогда можем отправить письмо или позвонить в мэрию.,Entonces podemos enviar una carta o llamar a la ciudad.,togda mozhem otpravit pismo ili pozvonit v meriyu,entonses podemos enbiar una karta o yamar a la siudad,зэн уи кэн сенд э леттэр ор кол зэ сити,энтонсес подемос энбиар уна карта о йямар а ла сьюдад,den ui ken send a letter or kol de siti,togda mozhem otpravit pismo ili pozvonit v meriiu,User
13,4,1,I want to make a will.,Я хочу составить завещание.,Quiero hacer un testamento.,ia khochu sostavit zaveshchanie,kiero aser un testamento,ай уонт ту мэйк э уил,кьеро асер ун тестаменто,ai uont tu meik a uil,ia jochu sostavit zaveshchanie,NPC
14,4,2,Good idea. Do you have children?,Хорошая идея. У вас есть дети?,Buena idea. ¿Tienes hijos?,khoroshaya ideya u vas est deti,buena idea tienes ijos,гуд айдиа ду ю хэв чилдрен,буэна идея тьенес ихос,gud aidia du iu jev children,joroshaia ideia u vas est deti,User
15,4,3,Two kids and a wife.,Двое детей и жена.,Dos hijos y una esposa.,dvoe detey i zhena,dos ijos i una esposa,ту кидз энд э уайф,дос ихос и уна эспоса,tu kidz and a uaif,dvoe detei i zhena,NPC
