id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,"Hello, I'm Dr. Smith. How can I help you today?","Здравствуйте, я доктор Смит. Чем могу помочь вам сегодня?","Hola, soy el Dr. Smith. ¿En qué puedo ayudarte hoy?",zdravstvuite ia doktor smit chem mogu pomoch vam segodnia,ola soi el doktor smit en ke puedo ayudarte oi,хэллоу айм доктор смит хау кэн ай хэлп ю тудэй,ола сой эль доктор смит эн ке пуэдо айударте ой,jelou aim doktor smit jau ken ai jelp iu tudei,zdravstvuite ia doktor smit chem mogu pomoch vam segodnia,NPC
2,1,2,"Hi Doctor, I have a bad headache and feel tired.","Привет Доктор, у меня сильная головная боль и я чувствую усталость.","Hola Doctor, tengo un fuerte dolor de cabeza y me siento cansado.",privet doktor u menia silnaya golovnaya bol i ia chuvstvuyu ustalost,ola doktor tengo un fuerte dolor de kabesa i me siento kansado,хай доктор ай хэв э бэд хэдэйк энд фил тайрд,ола доктор тенго ун фуэрте долор де кабеса и ме сьенто кансадо,jai doktor ai jev a bed jed eik and fil taird,privet doktor u menia silnaia golovnaia bol i ia chuvstvuiu ustalost,User
3,1,3,When did the headache start?,Когда началась головная боль?,¿Cuándo empezó el dolor de cabeza?,kogda nachalas golovnaya bol,kuando empezo el dolor de kabesa,уэн дид зэ хэдэйк старт,куандо эмпесо эль долор де кабеса,uen did de jed eik start,kogda nachalas golovnaia bol,NPC
4,1,4,Two days ago. It gets worse in the evening.,Два дня назад. К вечеру становится хуже.,Hace dos días. Se pone peor por la tarde.,dva dnia nazad k vecheru stanovitsya khuzhe,ase dos dias se pone peor por la tarde,ту дэйз эгоу ит гетс уорс ин зэ ивнинг,асе дос диас се поне пеор пор ла тарде,tu deis egou it gets uors in de ivning,dva dnia nazad k vecheru stanovitsia juzhe,User
5,2,1,"Good morning, I'm Nurse Lee. What's bothering you?","Доброе утро, я медсестра Ли. Что вас беспокоит?","Buenos días, soy la enfermera Lee. ¿Qué te molesta?",dobroe utro ia medsestra li chto vas bespokoit,buenos dias soi la enfermera li ke te molesta,гуд морнинг айм нёрс ли уотс бозэринг ю,буэнос диас сой ла энфермера ли ке те молеста,gud morning aim nurs li guats bozering iu,dobroe utro ia medsestra li chto vas bespokoit,NPC
6,2,2,"Hello, I have a sore throat and cough.","Привет, у меня болит горло и кашель.","Hola, tengo dolor de garganta y tos.",privet u menia bolit gorlo i kashel,ola tengo dolor de garganta i tos,хэллоу ай хэв э сор зроут энд коф,ола тенго долор де гарганта и тос,jelou ai jev a sor zraut and kof,privet u menia bolit gorlo i kashel,User
7,2,3,Do you have a fever?,У вас температура?,¿Tienes fiebre?,u vas temperatura,tienes fiebre,ду ю хэв э фивэр,тьенес фьебре,du iu jev a fiver,u vas temperatura,NPC
8,2,4,"Yes, I think so. I feel hot.","Да, кажется да. Я чувствую жар.","Sí, creo que sí. Me siento caliente.",da kazhetsya da ia chuvstvuyu zhar,si kreo ke si me siento kaliente,йес ай зинк соу ай фил хот,си крео ке си ме сьенто кальенте,ies ai zink sou ai fil jot,da kazhetsia da ia chuvstvuiu zhar,User
9,3,1,"Hi, I'm Dr. Garcia. Tell me about your symptoms.","Привет, я доктор Гарсия. Расскажите о ваших симптомах.","Hola, soy el Dr. García. Cuéntame sobre tus síntomas.",privet ia doktor garsiya rasskazhite o vashikh simptomakh,ola soi el doktor garsia kuentame sobre tus sintomas,хай айм доктор гарсиа тел ми эбаут ёр симптомз,ола сой эль доктор гарсиа куэнтаме собре тус симптомас,jai aim doktor garsia tel mi abaut ior simptomz,privet ia doktor garsia rasskazhite o vashij simptomaj,NPC
10,3,2,I have stomach pain after eating.,У меня болит живот после еды.,Tengo dolor de estómago después de comer.,u menia bolit zhivot posle edy,tengo dolor de estomago despues de komer,ай хэв стомэк пэйн афтэр итинг,тенго долор де эстомago деспуэс де комер,ai jev stomek pein after iting,u menia bolit zhivot posle edi,User
