id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
1,1,1,"Hello, I'm the interviewer, Mr. Smith. What's your name?","Здравствуйте, я интервьюер, мистер Смит. Как ваше имя?","Hola, soy el entrevistador, Sr. Smith. ¿Cuál es tu nombre?",zdravstvuite ia interviuer mister smit kak vashe imia,ola soi el entrebistador sr smit kual es tu nombre,хэллоу айм зэ интервьюер мистер смит уотс ёр нэйм,ола сой эль энтревистадор ср смит куаль эс ту номбре,jelou aim de interbiuer mister smit guats ior neim,zdravstvuite ia interviuer mister smit kak vashe imia,NPC
2,1,2,"Hello Mr. Smith, my name is Alex Johnson.","Здравствуйте, мистер Смит, меня зовут Алекс Джонсон.","Hola Sr. Smith, me llamo Alex Johnson.",zdravstvuite mister smit menia zovut aleks dzhonson,ola sr smit me iamo aleks johnson,хэллоу мистер смит май нэйм из алекс джонсон,ола ср смит ме ямо алекс джонсон,jelou mister smit mai neim is aleks yonson,zdravstvuite mister smit menia sovut aleks dzhonson,User
3,1,3,"Nice to meet you, Alex. Tell me about yourself.","Приятно познакомиться, Алекс. Расскажите о себе.","Encantado de conocerte, Alex. Cuéntame sobre ti.",priiatno poznakomitsia aleks rasskazhite o sebe,enkantado de konoserte aleks kuentame sobre ti,найс ту мит ю алекс тел ми эбаут ёрселф,энкантадо де коносерте алекс куэнтаме собре ти,nais tu mit iu aleks tel mi abaut iurself,priiatno poznakomitsia aleks rasskazhite o sebe,NPC
4,1,4,I'm a recent graduate with a degree in computer science.,Я недавний выпускник с дипломом по информатике.,Soy un graduado reciente con un título en ciencias de la computación.,ia nedavnii vypusknik s diplomom po informatike,soi un graduado resiente kon un titulo en siensias de la komputasion,айм э рисент грэджуэйт уиз э дигри ин компьютер сайенс,сой ун градуадо ресьенте кон ун титуло эн сиенсиас де ла компутасьон,aim a risent gradyueit uid a digri in komputer saiens,ia nedavnii vipusknik s diplomom po informatike,User
5,2,1,"Good afternoon, I'm Ms. Lee, the HR manager. Your name?","Добрый день, я мисс Ли, менеджер по персоналу. Ваше имя?","Buenas tardes, soy la Srta. Lee, la gerente de RRHH. ¿Tu nombre?",dobryi den ia miss li menedzher po personalu vashe imia,buenas tardes soi la srta lee la gerente de rrhh tu nombre,гуд афтернун айм мис ли зэ эйчар менеджер ёр нэйм,буэнас тардес сой ла срта ли ла херенте де ррчч ту номбре,gud afternun aim mis li de eichar menedzher ior neim,dobrii den ia miss li menedzher po personalu vashe imia,NPC
6,2,2,"Good afternoon Ms. Lee, I'm Sarah Patel.","Добрый день, мисс Ли, я Сара Патель.","Buenas tardes Srta. Lee, soy Sarah Patel.",dobryi den miss li ia sara patel,buenas tardes srta lee soi sara patel,гуд афтернун мис ли айм сара патэль,буэнас тардес срта ли сой сара патэль,gud afternun mis li aim sara patel,dobrii den miss li ia sara patel,User
7,2,3,Pleased to meet you. Why do you want this job?,Рад познакомиться. Почему вы хотите эту работу?,Encantada de conocerte. ¿Por qué quieres este trabajo?,rad poznakomitsia pochemu vy khotite etu rabotu,enkantada de konoserte por ke kieres este trabajo,плизд ту мит ю уай ду ю уонт зис джоб,энкантада де коносерте пор ке кьерес эсте трабахо,plisd tu mit iu uai du iu uont dis yob,rad poznakomitsia pochemu vi jochete etu rabotu,NPC
8,2,4,I'm passionate about marketing and your company's vision aligns with my goals.,"Я увлечена маркетингом, и видение вашей компании соответствует моим целям.",Me apasiona el marketing y la visión de su compañía se alinea con mis metas.,ia uvlechena marketingom i videnie vashey kompanii sootvetstvuet moim tselyam,me apasiona el marketing i la bision de su kompania se alinea kon mis metas,айм пэшнэйт эбаут маркетинг энд ёр компаниз вижн элайнз уиз май голз,ме пасьона эль маркетинг и ла висьон де су компаньия се алинеа кон мис метас,aim pashion eit abaut marketing and ior kompani z vizhn alains uid mai gols,ia uvlechena marketingom i videnie vashei kompanii sootvetstvuet moim tseliam,User
9,3,1,"Hi, I'm Dr. Garcia, the hiring manager. Who are you?","Привет, я доктор Гарсия, менеджер по найму. Кто вы?","Hola, soy el Dr. Garcia, el gerente de contratación. ¿Quién eres?",privet ia doktor garsia menedzher po naymu kto vy,ola soi el dr garsia el gerente de kontratasion kien eres,хай айм доктор гарсия зэ хайринг менеджер ху ар ю,ола сой эль др гарсия эль херенте де контратасьон кьен эрес,jai aim doktor garsia de jairing menedzher ju ar iu,priviet ia doktor garsia menedzher po naimu kto vi,NPC
10,3,2,"Hi Dr. Garcia, I'm Jordan Lee.","Привет, доктор Гарсия, я Джордан Ли.","Hola Dr. Garcia, soy Jordan Lee.",privet doktor garsia ia dzhordan li,ola dr garsia soi jordan lee,хай доктор гарсия айм джордан ли,ола др гарсия сой джордан ли,jai doktor garsia aim yordan li,priviet doktor garsia ia dzhordan li,User
11,3,3,Good to meet you. What are your strengths?,Хорошо познакомиться. Какие у вас сильные стороны?,Bueno conocerte. ¿Cuáles son tus fortalezas?,khorosho poznakomitsia kakie u vas silnye storony,bueno konoserte kuales son tus fortalesas,гуд ту мит ю уот ар ёр стренгθс,буэно коносерте куалес сон тус форталесас,gud tu mit iu guat ar ior strengzs,jorosho poznakomitsia kakie u vas silnie storoni,NPC
12,3,4,"I'm adaptable, a quick learner, and team-oriented.","Я адаптивный, быстро обучаюсь и ориентирован на команду.","Soy adaptable, aprendo rápido y orientado al equipo.",ia adaptivnyi bystro obuchayus i orientirovan na komandu,soi adaptable aprendo rapido i orientado al ekipo,айм эдэптэбл э квик лернер энд тим-ориентед,сой адаptable апрендо рапидо и ориентадо аль экипо,aim adaptabl a kuik lerner and tim-orient ed,ia adaptivnii bistro obuchaius i orientirovan na komandu,User
13,4,1,Can you walk me through your resume?,Можете ли вы пройтись по вашему резюме?,¿Puedes guiarme a través de tu currículum?,mozhete li vy proytis po vashemu rezyume,puedes giarme a trabes de tu kurrikulum,кэн ю уок ми сру ёр резюмэ,пуэдес гиарме а трабес де ту куррикулум,kan iu uok mi zru ior reziume,mozhete li vi proitis po vashemu reziume,NPC
14,4,2,"Sure, I started as an intern at XYZ Corp.","Конечно, я начал как стажер в XYZ Corp.","Claro, comencé como pasante en XYZ Corp.",konechno ia nachal kak stazher v xyz corp,klaro komense komo pasante en xyz corp,шур ай стартед эз эн интерн ат эксвайзед корп,кларо коменсе комо пасанте эн эксвайзед корп,shur ai started as an intern at eksuaized korp,konechno ia nachal kak stazher v xyz corp,User
15,4,3,What did you learn there?,Чему вы там научились?,¿Qué aprendiste allí?,chemu vy tam nauchilis,ke aprendiste alli,уот дид ю лерн зэр,ке апрендисте айи,guat did iu lern der,chemu vi tam nauchilis,NPC
16,4,4,I gained skills in project management.,Я приобрел навыки в управлении проектами.,Adquirí habilidades en gestión de proyectos.,ia priobrel navyki v upravlenii proektami,adkiri abilidades en jestion de proyektos,ай гейнед скиллз ин проджект мэнэджмент,адкири абилададес эн хестион де проекτος,ai geined skilz in proyekt menedzhment,ia priobrel naviki v upravlenii proektami,User
17,5,1,What are your career goals?,Каковы ваши карьерные цели?,¿Cuáles son tus metas profesionales?,kakovy vashi karernye tsely,kuales son tus metas prof esionales,уот ар ёр кэриэр голз,куалес сон тус метас професьоналес,guat ar ior karier gols,kakovi vashi karernie tseli,NPC
18,5,2,I aim to become a senior developer in five years.,Я стремлюсь стать старшим разработчиком через пять лет.,Aspiro a convertirme en desarrollador senior en cinco años.,ia stremlyus stat starshim razrabotchikom cherez pyat let,aspiro a konbertirme en desarroyador senior en sinko anios,ай эйм ту бикам э сеньор девелопер ин файв йирс,аспиро а конвертирме эн десарройадор сеньор эн синко аньос,ai eim tu bikam a senior devel oper in faiv iirs,ia stremlius stat starshim razrabotchikom cherez piat let,User
19,5,3,How does this role fit?,Как эта роль подходит?,¿Cómo encaja este rol?,kak eta rol podkhodit,komo enkaja este rol,хау даз зис роул фит,комо энкаха эсте роль,jau das dis roul fit,kak eta rol podjodit,NPC
20,5,4,It provides the experience I need.,"Она предоставляет опыт, который мне нужен.",Proporciona la experiencia que necesito.,ona predostavlyaet opyt kotoryi mne nuzhen,propor siona la esperiensia ke nesesito,ит провайдз зэ экспириенс ай нид,пропор сиона ла эксперьенсия ке несесито,it provaids de eksperi ens ai nid,ona predostavliaet opit kotorii mne nuzhen,User
21,6,1,Do you have any questions for us?,У вас есть вопросы к нам?,¿Tienes alguna pregunta para nosotros?,u vas est voprosy k nam,tienes alguna pregunta para nos otros,ду ю хэв эни квестшнз фор ас,тьенес альгуна прегунта пара нос отрос,du iu jav eni kueshns for as,u vas est voprosi k nam,NPC
22,6,2,What is the team like?,Какая команда?,¿Cómo es el equipo?,kakaya komanda,komo es el ekipo,уот из зэ тим лайк,комо эс эль экипо,guat is de tim laik,kakaia komanda,User
23,6,3,Collaborative and innovative.,Сотрудничающая и инновационная.,Colaborativa e innovadora.,sotrudnichayushchaya i innovatsionnaya,kolaboratiba e inobadora,коллаборатив энд инновейтив,колаборатива э иннова дора,kolaborativ and inoveitiv,sotrudnichaiushchaia i innovatsionnaia,NPC
24,6,4,Sounds great.,Звучит здорово.,Suena genial.,zvuchit zdorovo,suena jenial,саундз грейт,суэна хениаль,saunds greit,svuchit zdorovo,User
25,7,1,Tell me about a challenge you faced at work.,"Расскажите о вызове, с которым вы столкнулись на работе.",Cuéntame sobre un desafío que enfrentaste en el trabajo.,rasskazhite o vyzove s kotorym vy stolknulis na rabote,kuentame sobre un desafio ke enfrentaste en el trabajo,тел ми эбаут э чэллендж ю фэйст ат уорк,куэнтаме собре ун десафио ке энфрентасте эн эль трабахо,tel mi abaut a chal enj iu feist at uork,rasskazhite o vizove s kotorim vi stolknulis na rabote,NPC
26,7,2,I had a tight deadline on a project.,У меня был сжатый срок на проекте.,Tuve un plazo ajustado en un proyecto.,u menia byl szhatyi srok na proekte,tube un plazo ajustado en un proyekto,ай хэд э тайт дедлайн он э проджект,тубе ун плазо ахуста до эн ун проекто,ai jad a tait dedlain on a proyekt,u menia bil szhatii srok na proekte,User
27,7,3,How did you handle it?,Как вы с этим справились?,¿Cómo lo manejaste?,kak vy s etim spravilis,komo lo manejaste,хау дид ю хэндл ит,комо ло манехасте,jau did iu jandl it,kak vi s etim spravilis,NPC
28,7,4,I prioritized tasks and worked overtime.,Я приоритизировал задачи и работал сверхурочно.,Prioricé tareas y trabajé horas extras.,ia prioritiroval zadachi i rabotal sverkhurochno,priorise tareas i trabaje oras ekstras,ай прайоритайзд тэскс энд уоркт овертайм,приорисе тареас и трабахе орас экстрас,ai praioritaizd tasks and uorkt overtaim,ia prioritiroval zadachi i rabotal sverjurochno,User
29,7,5,Good approach.,Хороший подход.,Buen enfoque.,khoroshiy podkhod,buen enfoke,гуд аппроуч,буэн энфоке,gud aproch,joroshii podjod,NPC
30,7,6,Thank you.,Спасибо.,Gracias.,spasibo,grasias,сенк ю,грасиас,zank iu,spasibo,User
31,8,1,What advice do you have for career growth?,Какой совет у вас по карьерному росту?,¿Qué consejo tienes para el crecimiento profesional?,kakoy sovet u vas po karernomu rostu,ke konsejo tienes para el kresimiento prof esional,уот эдвайс ду ю хэв фор кэриэр гроус,ке консехо тьенес пара эль кресимиенто професьональ,guat advais du iu jav for karier grous,kakoi sovet u vas po karernomu rostu,NPC
32,8,2,Continuously learn new skills.,Постоянно учитесь новым навыкам.,Aprende continuamente nuevas habilidades.,postoyanno uchites novym navykam,aprende kontinuamente nuebas abilidades,континуэсли лерн нью скиллз,апренде континуаменте нуэбас абилададес,kontinu esli lern niu skilz,postoianno uchites novim navikam,User
33,8,3,Why is that important?,Почему это важно?,¿Por qué es importante?,pochemu eto vazhno,por ke es importante,уай из зэт импортант,пор ке эс импорта нте,uai is dat import ant,pochemu eto vazhno,NPC
34,8,4,The job market evolves quickly.,Рынок труда быстро эволюционирует.,El mercado laboral evoluciona rápidamente.,rynok truda bystro evolyutsioniruet,el merkado laboral ebolusiona rapid amente,зэ джоб маркет иволвз квикли,эль меркадо лабораль эволюсиона рапида менте,de yob market ivolvz kuikli,rinok truda bistro evoliutsioniruet,User
35,8,5,Excellent point.,Отличная точка зрения.,Excelente punto.,otlichnaya tochka zreniya,ekselente punto,эксселент пойнт,экселенте пунто,ekselent point,otlichnaia tochka zreniia,NPC
36,8,6,Thanks.,Спасибо.,Gracias.,spasibo,grasias,сенкс,грасиас,zanks,spasibo,User
37,9,1,How can I prepare for interviews?,Как я могу подготовиться к интервью?,¿Cómo puedo prepararme para las entrevistas?,kak ia mogu podgotovitsia k interviu,komo puedo prepararme para las entrebistas,хау кэн ай препэр фор интервьюз,комо пуэдо препа рарме пара лас энтревистас,jau kan ai preper for interbiuz,kak ia mogu podgotovitsia k interviu,NPC
38,9,2,Research the company and practice common questions.,Исследуйте компанию и практикуйте общие вопросы.,Investiga la compañía y practica preguntas comunes.,issleduyte kompaniyu i praktikuyte obshchie voprosy,inbestiga la kompania i praktika preguntas komunes,рисёрч зэ компани энд практис коммон квестшнз,инвестига ла компаньия и практика прегунтас комунес,risorch de kompani and praktis komon kueshns,issleduite kompaniiu i praktikuite obshchie voprosi,User
39,9,3,Any specific tips?,Какие-то конкретные советы?,¿Algún consejo específico?,kakie-to konkretnye sovety,algun konsejo espesifiko,эни спесифик типс,альгун консехо эспесифико,eni spesifik tips,kakie-to konkretnie soveti,NPC
40,9,4,Dress professionally and arrive early.,Одевайтесь профессионально и приезжайте заранее.,Viste profesionalmente y llega temprano.,odevaytes professionalno i priez zhayte zaran ee,biste prof esional mente i iega temprano,дресс профешнэлли энд эррайв эрли,висте професьональ менте и йега темпрано,dres profeshnali and araiv erli,odevaites professionalno i priez zhaite zaran ee,User
41,9,5,Helpful advice.,Полезный совет.,Consejo útil.,poleznyi sovet,konsejo util,хелпфул эдвайс,консехо утиль,jelpful advais,poleznii sovet,NPC
42,9,6,You're welcome.,Пожалуйста.,De nada.,pozhaluysta,de nada,юр уэлкам,де нада,iur uelkam,pozhaluista,User
43,10,1,What should I do after the interview?,Что мне делать после интервью?,¿Qué debería hacer después de la entrevista?,chto mne delat posle interviu,ke deberia aser despues de la entrebista,уот шуд ай ду афтер зэ интервью,ке деберия асер деспуэс де ла энтревиста,guat shud ai du after de interbiu,chto mne delat posle interviu,NPC
44,10,2,Send a thank-you email.,Отправьте благодарственное письмо.,Envía un email de agradecimiento.,otpravte blagodarstvennoe pismo,enbia un email de agradesimiento,сенд э сенк-ю имэйл,энвиа ун эмэйл де аградесимиенто,send a zank-iu imeil,otpravte blagodarstvennoe pismo,User
45,10,3,What to include?,Что включить?,¿Qué incluir?,chto vklyuchit,ke inkluir,уот ту инклуд,ке инклуир,guat tu inklud,chto vkliuchit,NPC
46,10,4,Reiterate interest and key points.,Повторите интерес и ключевые моменты.,Reitera el interés y puntos clave.,povtorite interes i klyuchevye momenty,reitera el interes i puntos klabe,риитерейт интерес энд ки пойнтс,рейтера эль интере с и пунтос клаве,riitereit interes and ki points,povtorite interes i kliuchevie momenti,User
47,10,5,Solid advice.,Твёрдый совет.,Consejo sólido.,tvyordyi sovet,konsejo solido,солид эдвайс,консехо соли до,solid advais,tviordii sovet,NPC
48,10,6,Glad to help.,Рад помочь.,Encantado de ayudar.,rad pomoch,enkantado de aiudar,глэд ту хелп,энкантадо де аюдар,glad tu jelp,rad pomoch,User
